Leaf,SD1,SD2,SD3,SD4,SD5,GCL1,GCL2,GCL3,GCL4,GCL5,GCL6,GCL7,GCL8,GCL9,GCL10,Data collected by
HCR03-02-05,,,,,,,,,,,,,,,,
HCR04-01-01,,,,,,,,,,,,,,,,
HCR04-01-02,,,,,,,,,,,,,,,,
HCR04-01-03,,,,,,,,,,,,,,,,
HCR04-01-04,,,,,,,,,,,,,,,,
HCR04-01-05,,,,,,,,,,,,,,,,
HCR04-02-01,,,,,,,,,,,,,,,,
HCR04-02-02,,,,,,,,,,,,,,,,
HCR04-02-03,,,,,,,,,,,,,,,,
HCR04-02-04,,,,,,,,,,,,,,,,
HCR04-02-05,,,,,,,,,,,,,,,,
HCR05-01-01,0.00024080,,,,,27.46500000,23.30500000,24.97700000,22.92200000,26.16700000,,,,,,Hong Jhun
HCR05-01-02,0.00023562,,,,,23.24500000,26.08500000,24.61500000,24.21500000,25.62600000,,,,,,Hong Jhun
HCR05-01-03,0.00025116,,,,,25.90400000,24.88600000,22.34300000,25.30400000,25.06900000,,,,,,Hong Jhun
HCR05-01-04,0.00024598,,,,,28.84000000,24.37600000,27.39800000,21.27300000,22.56900000,,,,,,Hong Jhun
HCR05-01-05,0.00024857,,,,,27.44300000,21.66800000,25.69700000,25.81200000,28.16000000,,,,,,Hong Jhun
HCR05-02-01,,,,,,,,,,,,,,,,
HCR05-02-02,,,,,,,,,,,,,,,,
HCR05-02-03,,,,,,,,,,,,,,,,
HCR05-02-04,,,,,,,,,,,,,,,,
HCR05-02-05,,,,,,,,,,,,,,,,
KMA05-01-01,0.00024040,0.00031553,0.00027046,0.00000000,,11.17087500,13.23632324,13.09086914,9.25088086,10.18178711,13.06177832,7.65088574,9.80360645,12.56723438,10.90905762,Huang Jie
KMA05-01-02,0.00025543,0.00027046,0.00018030,0.00019533,,11.46178320,11.14178418,11.95632715,14.05086621,11.28723828,12.50905273,14.69086426,13.81813965,14.13813867,10.96723926,Huang Jie
KMA05-01-03,0.00024040,0.00018030,0.00016528,0.00000000,,14.51631934,14.98177246,15.18540820,15.73813379,13.52723145,12.24723535,12.59632520,14.80722754,12.24723535,12.39268945,Huang Jie
KMA05-01-04,0.00022538,0.00016528,0.00019533,0.00018030,,15.44722559,10.12360547,16.11631445,15.30177148,13.55632227,17.04722070,14.13813867,11.86905469,11.72360059,14.60359180,Huang Jie
KMA05-01-05,0.00019533,0.00019533,0.00018030,0.00000000,,14.51631934,14.89450000,10.67633105,14.77813672,16.34904102,13.96359375,16.29085938,12.91632422,13.35268652,14.83631836,Huang Jie
KMA05-02-01,0.00024040,0.00031553,0.00019533,0.00000000,,11.17087500,12.36359863,13.43995898,12.42178027,13.46904980,14.42904688,12.42178027,12.74177930,12.62541602,11.81087305,Huang Jie
KMA05-02-02,0.00021035,0.00018030,0.00021035,0.00000000,,14.28359277,12.71268848,13.06177832,12.77087012,12.79996094,14.80722754,13.09086914,16.08722363,12.18905371,14.48722852,Huang Jie
KMA05-02-03,0.00024040,0.00021035,0.00018030,0.00000000,,14.83631836,13.81813965,15.59267969,17.89085449,13.73086719,14.25450195,14.92359082,15.50540723,13.84723047,13.09086914,Huang Jie
KMA05-02-04,0.00018030,0.00025543,0.00018030,0.00025543,,13.46904980,11.08360254,12.59632520,14.37086523,12.18905371,15.82540625,14.69086426,12.24723535,13.09086914,13.55632227,Huang Jie
KMA05-02-05,0.00033056,0.00022538,0.00033056,0.00021035,,12.36359863,13.14905078,15.01086328,10.76360352,13.35268652,14.98177246,15.56358887,13.17814160,10.87996680,11.89814551,Huang Jie
KMA06-01-01,0.00027046,0.00021035,0.00018030,0.00000000,,12.10178125,14.74904590,11.83996387,13.96359375,10.70542188,11.81087305,14.83631836,12.71268848,15.24358984,12.36359863,Huang Jie
KMA06-01-02,0.00019533,0.00016528,0.00018030,0.00021035,,11.31632910,13.49814063,13.58541309,14.05086621,12.62541602,12.62541602,11.54905566,14.77813672,12.30541699,12.30541699,Huang Jie
KMA06-01-03,0.00019533,0.00022538,0.00018030,0.00000000,,15.27268066,11.54905566,12.36359863,12.97450586,13.55632227,14.80722754,13.06177832,12.82905176,12.59632520,13.49814063,Huang Jie
KMA06-01-04,0.00019533,0.00012020,0.00012020,0.00016528,,12.04359961,14.86540918,17.36721973,14.37086523,14.19632031,12.97450586,11.98541797,11.81087305,11.37451074,12.10178125,Huang Jie
KMA06-01-05,0.00025543,0.00028548,0.00028548,0.00025543,,15.50540723,17.04722070,13.61450391,17.39631055,16.05813281,13.11995996,11.37451074,9.94906055,8.81451856,11.72360059,Huang Jie
KMA06-02-01,0.00022538,0.00022538,0.00022538,0.00021035,,13.78231918,11.81964714,8.72298682,10.81650366,12.21218155,14.48015813,15.09076720,13.25893997,15.04715227,14.17485359,Huang Jie
KMA06-02-02,0.00018030,0.00016528,0.00016528,0.00000000,,13.65147438,11.16542313,14.82907760,12.47387116,12.29941142,10.77288873,12.47387116,11.64518741,10.68565886,11.81964714,Huang Jie
KMA06-02-03,0.00016528,0.00025543,0.00025543,0.00000000,,14.13123865,11.12180820,11.29626794,11.77603221,13.43339971,11.25265300,14.52377306,12.29941142,11.99410688,13.91316398,Huang Jie
KMA06-02-04,0.00024040,0.00024040,0.00021035,0.00000000,,11.51434261,12.99725037,12.34302635,12.21218155,13.95677892,16.05029575,15.61414641,16.61728990,14.17485359,14.61100293,Huang Jie
KMA06-02-05,0.00024040,0.00022538,0.00030051,0.00027046,,12.64833089,10.38035432,14.95992240,12.43025622,16.26837042,12.56110102,12.51748609,11.42711274,12.64833089,14.00039385,Huang Jie
KMA07-01-01,0.00018030,0.00019533,0.00016528,0.00021035,,11.60157247,13.47701464,11.16542313,14.91630747,12.29941142,10.16227965,12.21218155,11.73241728,12.29941142,11.25265300,Huang Jie
KMA07-01-02,0.00018030,0.00021035,0.00018030,0.00000000,,13.47701464,13.38978477,13.69508931,11.90687701,11.16542313,13.86954905,14.21846852,12.08133675,11.12180820,13.38978477,Huang Jie
KMA07-01-03,0.00022538,0.00021035,0.00022538,0.00000000,,13.17171010,10.94734846,13.69508931,13.78231918,15.26522694,11.47072767,12.47387116,13.47701464,12.38664129,13.95677892,Huang Jie
KMA07-01-04,0.00027046,0.00028548,0.00025543,0.00025543,,12.95363543,13.60785944,10.51119912,11.55795754,15.57053148,11.64518741,13.95677892,10.29312445,15.61414641,12.51748609,Huang Jie
KMA07-01-05,0.00027046,0.00025543,0.00022538,0.00000000,,14.87269253,12.95363543,11.55795754,11.81964714,12.64833089,12.21218155,14.69823280,13.82593411,15.09076720,13.52062958,Huang Jie
KMA07-02-01,0.00021892,0.00017027,0.00024324,0.00017027,,13.47437570,12.94716160,15.31962505,12.41994751,12.68355456,14.20436445,12.49091864,14.67074616,14.08269966,12.39967004,Huang Jie
KMA07-02-02,0.00013378,0.00021892,0.00017027,0.00021892,,15.07629546,13.70756655,13.90020247,15.26893138,17.29667792,12.86605174,12.85591301,13.68728909,14.22464192,13.28173978,Huang Jie
KMA07-02-03,0.00014594,0.00021892,0.00029189,0.00000000,,11.18302212,14.84310461,15.36017998,14.06242220,14.22464192,14.06242220,13.82923135,14.22464192,13.13979753,12.24758905,Huang Jie
KMA07-02-04,0.00014594,0.00014594,0.00019459,0.00000000,,12.65313836,13.42368204,13.08910386,15.58323210,14.58963630,13.70756655,12.71397075,12.53147357,11.72037495,13.00799400,Huang Jie
KMA07-02-05,0.00019459,0.00019459,0.00017027,0.00000000,,13.59604049,11.65954256,10.29081365,13.28173978,12.78494188,15.51226097,12.43008624,13.36284964,13.07896513,13.56562430,Huang Jie
PPI01-01-01,0.00077937,,,,,14.68900000,15.60900000,11.24200000,12.71100000,12.38400000,,,,,,Hong Jhun
PPI01-01-02,0.00077678,,,,,12.46400000,13.00500000,15.02100000,14.48800000,15.98900000,,,,,,Hong Jhun
PPI01-01-03,0.00058776,,,,,15.48400000,13.36200000,14.68900000,11.95000000,14.96500000,,,,,,Hong Jhun
PPI01-01-04,0.00045830,,,,,14.85200000,13.36200000,12.78400000,14.76900000,11.40500000,,,,,,Hong Jhun
PPI01-01-05,0.00088553,,,,,13.71500000,13.67900000,13.09400000,14.76900000,11.64200000,,,,,,Hong Jhun
PPI01-02-01,,,,,,,,,,,,,,,,
PPI01-02-02,,,,,,,,,,,,,,,,
PPI01-02-03,,,,,,,,,,,,,,,,
PPI01-02-04,,,,,,,,,,,,,,,,
PPI01-02-05,,,,,,,,,,,,,,,,
LMU01-01-01,0.00052562,,,,,15.50300000,13.35400000,12.52900000,11.05700000,13.91000000,,,,,,Hong Jhun
LMU01-01-02,0.00032625,,,,,12.90400000,14.36700000,12.83400000,13.67400000,12.66500000,,,,,,Hong Jhun
LMU01-01-03,0.00043758,,,,,13.46800000,12.86400000,13.96200000,13.14900000,13.24800000,,,,,,Hong Jhun
LMU01-01-04,0.00037285,,,,,13.53600000,13.35400000,12.04800000,12.03800000,13.91400000,,,,,,Hong Jhun
LMU01-01-05,0.00036767,,,,,15.36600000,17.63900000,13.72600000,15.69600000,14.94200000,,,,,,Hong Jhun
LMU01-02-01,,,,,,,,,,,,,,,,
LMU01-02-02,,,,,,,,,,,,,,,,
LMU01-02-03,,,,,,,,,,,,,,,,
LMU01-02-04,,,,,,,,,,,,,,,,
LMU01-02-05,,,,,,,,,,,,,,,,
LMU02-01-01,0.00032625,,,,,14.14600000,16.21900000,14.08200000,14.29400000,13.53600000,,,,,,Hong Jhun
LMU02-01-02,0.00037285,,,,,16.31900000,13.41400000,15.19900000,13.95300000,15.02200000,,,,,,Hong Jhun
LMU02-01-03,0.00031330,,,,,14.51900000,13.81600000,12.51600000,14.89600000,14.11900000,,,,,,Hong Jhun
LMU02-01-04,0.00031848,,,,,13.98400000,14.85700000,13.97200000,15.41900000,13.80300000,,,,,,Hong Jhun
LMU02-01-05,0.00029518,,,,,11.16100000,9.83300000,13.92700000,11.51100000,18.15900000,,,,,,Hong Jhun
LMU02-02-01,,,,,,,,,,,,,,,,
LMU02-02-02,,,,,,,,,,,,,,,,
LMU02-02-03,,,,,,,,,,,,,,,,
LMU02-02-04,,,,,,,,,,,,,,,,
LMU02-02-05,,,,,,,,,,,,,,,,
LMU03-01-01,0.00038839,,,,,13.72600000,16.25900000,13.54000000,16.16700000,19.18700000,,,,,,Hong Jhun
LMU03-01-02,0.00037544,,,,,17.58000000,14.85200000,17.64900000,16.43100000,15.89000000,,,,,,Hong Jhun
LMU03-01-03,0.00038839,,,,,16.42300000,15.73800000,15.32700000,16.49400000,16.56800000,,,,,,Hong Jhun
LMU03-01-04,0.00032625,,,,,14.64500000,15.67000000,17.12000000,16.52100000,16.81800000,,,,,,Hong Jhun
LMU03-01-05,0.00037803,,,,,14.76800000,16.47400000,14.11000000,17.56100000,15.75800000,,,,,,Hong Jhun
LMU03-02-01,,,,,,,,,,,,,,,,
LMU03-02-02,,,,,,,,,,,,,,,,
LMU03-02-03,,,,,,,,,,,,,,,,
LMU03-02-04,,,,,,,,,,,,,,,,
LMU03-02-05,,,,,,,,,,,,,,,,
LMU04-01-01,,,,,,,,,,,,,,,,
LMU04-01-02,,,,,,,,,,,,,,,,
LMU04-01-03,,,,,,,,,,,,,,,,
LMU04-01-04,,,,,,,,,,,,,,,,
LMU04-01-05,,,,,,,,,,,,,,,,
LMU04-02-01,,,,,,,,,,,,,,,,
LMU04-02-02,,,,,,,,,,,,,,,,
LMU04-02-03,,,,,,,,,,,,,,,,
LMU04-02-04,,,,,,,,,,,,,,,,
LMU04-02-05,,,,,,,,,,,,,,,,
LMU05-01-01,,,,,,,,,,,,,,,,
LMU05-01-02,,,,,,,,,,,,,,,,
LMU05-01-03,,,,,,,,,,,,,,,,
LMU05-01-04,,,,,,,,,,,,,,,,
LMU05-01-05,,,,,,,,,,,,,,,,
LMU05-02-01,,,,,,,,,,,,,,,,
LMU05-02-02,,,,,,,,,,,,,,,,
LMU05-02-03,,,,,,,,,,,,,,,,
LMU05-02-04,,,,,,,,,,,,,,,,
LMU05-02-05,,,,,,,,,,,,,,,,
MBA01-01-01,0.00041299,0.00041299,0.00046686,0.00046686,0.00044891,23.65395894,21.65615836,23.41422287,21.65615836,25.89149560,25.65175953,24.45307918,23.89369501,25.41202346,20.77712610,Huang Jie
MBA01-01-02,0.00043993,0.00033219,0.00037708,0.00036810,0.00041299,22.93475073,16.38196481,22.37536657,21.57624633,21.57624633,21.17668622,18.61950147,16.86143695,20.21774194,20.21774194,Huang Jie
MBA01-01-03,0.00041299,0.00046686,0.00043095,0.00052073,0.00026934,22.21554252,23.25439883,24.53299120,21.89589443,23.57404692,24.05351906,24.13343109,20.93695015,23.25439883,26.29105572,Huang Jie
MBA01-01-04,0.00026934,0.00046686,0.00036810,0.00035913,0.00038606,25.41202346,21.41642229,24.13343109,24.77272727,23.09457478,26.69061584,23.65395894,27.17008798,20.05791789,23.57404692,Huang Jie
MBA01-01-05,0.00045789,0.00039504,0.00035913,0.00040402,0.00037708,25.57184751,23.89369501,22.29545455,23.73387097,23.57404692,22.13563050,23.25439883,26.45087977,24.13343109,28.36876833,Huang Jie
MBA01-02-01,0.00036810,0.00031424,0.00042197,0.00030526,0.00046686,22.21554252,23.09457478,18.29985337,17.58064516,17.58064516,18.45967742,17.42082111,17.02126100,17.98020528,19.81818182,Huang Jie
MBA01-02-02,0.00047584,0.00047584,0.00039504,0.00055665,0.00048482,20.45747801,17.66055718,19.01906158,19.49853372,19.41862170,18.93914956,20.05791789,15.58284457,16.14222874,18.93914956,Huang Jie
MBA01-02-03,0.00032321,0.00041299,0.00034117,0.00038606,0.00033219,24.85263930,21.57624633,20.85703812,22.69501466,19.01906158,22.53519062,22.05571848,21.81598240,23.25439883,20.29765396,Huang Jie
MBA01-02-04,0.00031424,0.00032321,0.00026934,0.00032321,0.00027832,22.13563050,22.13563050,22.45527859,22.85483871,24.45307918,24.77272727,23.41422287,21.49633431,22.69501466,24.69281525,Huang Jie
MBA01-02-05,0.00039504,0.00043993,0.00042197,0.00034117,0.00044891,20.21774194,22.37536657,23.33431085,23.89369501,21.33651026,21.33651026,23.33431085,29.72727273,21.01686217,23.25439883,Huang Jie
MBA02-01-01,0.00026037,0.00029628,0.00028730,0.00036810,0.00029628,22.85483871,24.37316716,22.93475073,26.37096774,25.25219941,22.53519062,26.29105572,24.85263930,26.37096774,27.09017595,Huang Jie
MBA02-01-02,0.00043095,0.00034117,0.00028730,0.00035913,0.00027832,22.13563050,18.53958944,19.49853372,24.53299120,20.77712610,21.01686217,23.25439883,20.21774194,22.61510264,22.61510264,Huang Jie
MBA02-01-03,0.00037708,0.00032321,0.00035913,0.00035913,0.00030526,26.13123167,22.85483871,22.93475073,25.33211144,26.37096774,26.77052786,25.25219941,23.09457478,19.81818182,24.77272727,Huang Jie
MBA02-01-04,0.00026934,0.00034117,0.00031424,0.00030526,0.00029628,20.93695015,25.65175953,25.81158358,17.90029326,27.01026393,24.93255132,19.33870968,21.81598240,25.17228739,24.69281525,Huang Jie
MBA02-01-05,0.00038606,0.00023343,0.00028730,0.00030526,0.00038606,26.37096774,23.41422287,23.65395894,24.37316716,28.76832845,23.49413490,27.96920821,24.21334311,24.05351906,26.53079179,Huang Jie
MBA02-02-01,0.00030526,0.00023343,0.00035913,0.00028730,0.00034117,25.01246334,26.21114370,26.53079179,22.21554252,26.29105572,24.21334311,22.85483871,24.21334311,21.81598240,21.97580645,Huang Jie
MBA02-02-02,0.00028730,0.00031424,0.00026934,0.00026037,0.00036810,21.97580645,26.13123167,21.25659824,24.37316716,23.01466276,20.69721408,22.29545455,21.81598240,21.65615836,24.05351906,Huang Jie
MBA02-02-03,0.00026037,0.00026934,0.00026934,0.00029628,0.00035913,26.13123167,24.05351906,27.48973607,24.13343109,25.41202346,24.45307918,21.81598240,21.17668622,21.81598240,23.01466276,Huang Jie
MBA02-02-04,0.00037708,0.00035015,0.00028730,0.00035015,0.00032321,21.73607038,23.17448680,21.17668622,24.53299120,24.77272727,23.41422287,21.09677419,23.57404692,23.33431085,24.61290323,Huang Jie
MBA02-02-05,0.00026934,0.00026934,0.00032321,0.00034117,0.00033219,22.61510264,22.13563050,22.53519062,25.41202346,21.25659824,23.25439883,20.93695015,25.33211144,20.05791789,26.93035191,Huang Jie
MBA03-01-01,0.00018384,,,,,23.75100000,25.27800000,24.06100000,24.33200000,24.33300000,,,,,,Hong Jhun
MBA03-01-02,0.00025375,,,,,24.76700000,23.97500000,21.35400000,25.97300000,25.07100000,,,,,,Hong Jhun
MBA03-01-03,0.00019419,,,,,22.00300000,24.02600000,24.39200000,25.65200000,22.20000000,,,,,,Hong Jhun
MBA03-01-04,0.00019419,,,,,25.86700000,25.12300000,24.65200000,25.03000000,23.64700000,,,,,,Hong Jhun
MBA03-01-05,0.00020973,,,,,26.66000000,26.58600000,26.28900000,22.65100000,22.22800000,,,,,,Hong Jhun
MBA03-02-01,,,,,,,,,,,,,,,,
MBA03-02-02,,,,,,,,,,,,,,,,
MBA03-02-03,,,,,,,,,,,,,,,,
MBA03-02-04,,,,,,,,,,,,,,,,
MBA03-02-05,,,,,,,,,,,,,,,,
MBA04-01-01,0.00043095,,,,,25.89149560,25.65175953,24.45307918,23.89369500,25.41202300,,,,,,Hong Jhun
MBA04-01-02,0.00038307,,,,,21.57624633,21.17668622,18.61950147,16.86143700,20.21774200,,,,,,Hong Jhun
MBA04-01-03,0.00043694,,,,,23.57404692,24.05351906,24.13343109,20.93695000,23.25439900,,,,,,Hong Jhun
MBA04-01-04,0.00036810,,,,,23.09457478,26.69061584,23.65395894,27.17008800,20.05791800,,,,,,Hong Jhun
MBA04-01-05,0.00040402,,,,,23.57404692,22.13563050,23.25439883,26.45088000,24.13343100,,,,,,Hong Jhun
MBA04-02-01,,,,,,,,,,,,,,,,
MBA04-02-02,,,,,,,,,,,,,,,,
MBA04-02-03,,,,,,,,,,,,,,,,
MBA04-02-04,,,,,,,,,,,,,,,,
MBA04-02-05,,,,,,,,,,,,,,,,
MBA05-01-01,0.00028132,,,,,26.37096774,25.25219941,22.53519062,26.29105600,24.85263900,,,,,,Hong Jhun
MBA05-01-02,0.00035314,,,,,24.53299120,20.77712610,21.01686217,23.25439900,20.21774200,,,,,,Hong Jhun
MBA05-01-03,0.00035314,,,,,25.33211144,26.37096774,26.77052786,25.25219900,23.09457500,,,,,,Hong Jhun
MBA05-01-04,0.00030825,,,,,17.90029326,27.01026393,24.93255132,19.33871000,21.81598200,,,,,,Hong Jhun
MBA05-01-05,0.00030226,,,,,24.37316716,28.76832845,23.49413490,27.96920800,24.21334300,,,,,,Hong Jhun
MBA05-02-01,,,,,,,,,,,,,,,,
MBA05-02-02,,,,,,,,,,,,,,,,
MBA05-02-03,,,,,,,,,,,,,,,,
MBA05-02-04,,,,,,,,,,,,,,,,
MBA05-02-05,,,,,,,,,,,,,,,,
MBE01-01-01,0.00043500,,,,,19.18300000,18.74000000,21.10800000,17.89900000,17.99000000,,,,,,Hong Jhun
MBE01-01-02,0.00063955,,,,,16.63800000,17.67600000,14.04500000,14.91300000,18.61900000,,,,,,Hong Jhun
MBE01-01-03,0.00051267,,,,,20.32200000,17.39400000,17.86900000,25.28800000,17.02500000,,,,,,Hong Jhun
MBE01-01-04,0.00059812,,,,,19.40300000,19.31000000,17.88100000,17.94900000,20.08900000,,,,,,Hong Jhun
MBE01-01-05,0.00055928,,,,,17.57800000,19.57400000,18.54600000,20.09000000,20.29200000,,,,,,Hong Jhun
MBE01-02-01,,,,,,,,,,,,,,,,
MBE01-02-02,,,,,,,,,,,,,,,,
MBE01-02-03,,,,,,,,,,,,,,,,
MBE01-02-04,,,,,,,,,,,,,,,,
MBE01-02-05,,,,,,,,,,,,,,,,
MBE02-01-01,0.00058517,,,,,13.16400000,18.56700000,19.78500000,18.56700000,20.59600000,,,,,,Hong Jhun
MBE02-01-02,0.00055410,,,,,14.33400000,21.38700000,14.49200000,13.13800000,16.76400000,,,,,,Hong Jhun
MBE02-01-03,0.00064990,,,,,18.93500000,20.92500000,15.54300000,16.62700000,16.81800000,,,,,,Hong Jhun
MBE02-01-04,0.00075865,,,,,14.89600000,15.49900000,17.23600000,14.65600000,17.72800000,,,,,,Hong Jhun
MBE02-01-05,0.00054633,,,,,17.73800000,18.79000000,17.57800000,14.62500000,19.09300000,,,,,,Hong Jhun
MBE02-02-01,,,,,,,,,,,,,,,,
MBE02-02-02,,,,,,,,,,,,,,,,
MBE02-02-03,,,,,,,,,,,,,,,,
MBE02-02-04,,,,,,,,,,,,,,,,
MBE02-02-05,,,,,,,,,,,,,,,,
MBE03-01-01,0.00059812,,,,,17.63900000,13.57300000,14.85100000,20.47600000,16.75600000,,,,,,Hong Jhun
MBE03-01-02,0.00060848,,,,,15.19500000,19.27200000,16.47400000,17.91900000,20.50900000,,,,,,Hong Jhun
MBE03-01-03,0.00054374,,,,,18.12300000,15.41600000,16.64400000,14.80500000,18.58000000,,,,,,Hong Jhun
MBE03-01-04,0.00067580,,,,,17.35600000,14.97900000,18.25200000,16.79000000,16.08000000,,,,,,Hong Jhun
MBE03-01-05,0.00064214,,,,,17.15100000,17.54900000,16.46100000,17.37000000,18.78200000,,,,,,Hong Jhun
MBE03-02-01,,,,,,,,,,,,,,,,
MBE03-02-02,,,,,,,,,,,,,,,,
MBE03-02-03,,,,,,,,,,,,,,,,
MBE03-02-04,,,,,,,,,,,,,,,,
MBE03-02-05,,,,,,,,,,,,,,,,
MBE04-01-01,,,,,,,,,,,,,,,,
MBE04-01-02,,,,,,,,,,,,,,,,
MBE04-01-03,,,,,,,,,,,,,,,,
MBE04-01-04,,,,,,,,,,,,,,,,
MBE04-01-05,,,,,,,,,,,,,,,,
MBE04-02-01,,,,,,,,,,,,,,,,
MBE04-02-02,,,,,,,,,,,,,,,,
MBE04-02-03,,,,,,,,,,,,,,,,
MBE04-02-04,,,,,,,,,,,,,,,,
MBE04-02-05,,,,,,,,,,,,,,,,
MBE05-01-01,,,,,,,,,,,,,,,,
MBE05-01-02,,,,,,,,,,,,,,,,
MBE05-01-03,,,,,,,,,,,,,,,,
MBE05-01-04,,,,,,,,,,,,,,,,
MBE05-01-05,,,,,,,,,,,,,,,,
MBE05-02-01,,,,,,,,,,,,,,,,
MBE05-02-02,,,,,,,,,,,,,,,,
MBE05-02-03,,,,,,,,,,,,,,,,
MBE05-02-04,,,,,,,,,,,,,,,,
MBE05-02-05,,,,,,,,,,,,,,,,
MGI01-01-01,PROBLEMATIC,,,,,,,,,,,,,,,
MGI01-01-02,,,,,,,,,,,,,,,,
MGI01-01-03,,,,,,,,,,,,,,,,
MGI01-01-04,,,,,,,,,,,,,,,,
MGI01-01-05,,,,,,,,,,,,,,,,
MGI01-02-01,,,,,,,,,,,,,,,,
MGI01-02-02,,,,,,,,,,,,,,,,
MGI01-02-03,,,,,,,,,,,,,,,,
MGI01-02-04,,,,,,,,,,,,,,,,
MGI01-02-05,,,,,,,,,,,,,,,,
MGI02-01-01,,,,,,,,,,,,,,,,
MGI02-01-02,,,,,,,,,,,,,,,,
MGI02-01-03,,,,,,,,,,,,,,,,
MGI02-01-04,,,,,,,,,,,,,,,,
MGI02-01-05,,,,,,,,,,,,,,,,
MGI02-02-01,,,,,,,,,,,,,,,,
MGI02-02-02,,,,,,,,,,,,,,,,
MGI02-02-03,,,,,,,,,,,,,,,,
MGI02-02-04,,,,,,,,,,,,,,,,
MGI02-02-05,,,,,,,,,,,,,,,,
MGI03-01-01,0.00029766,0.00020507,0.00032750,0.00000000,,17.49871023,16.51587687,18.23979888,17.63834617,19.93201190,16.29929571,15.97216944,12.06221773,16.72780350,18.66408850,Huang Jie
MGI03-01-02,0.00013027,0.00031553,0.00018030,0.00000000,,18.41536198,22.97491170,19.14248704,22.23207761,18.47950724,18.04154494,19.10103262,15.80635176,17.98525420,17.53492831,Huang Jie
MGI03-01-03,0.00019533,0.00015025,0.00025543,0.00000000,,16.40794993,16.18205971,16.06918732,18.04154494,15.87849700,21.35455301,15.81173356,22.76996688,14.49290123,15.12999019,Huang Jie
MGI03-01-04,0.00033056,0.00036061,0.00040568,0.00000000,,17.56620094,17.37245607,18.20678080,14.96475433,19.35412275,17.13958406,21.21884434,17.89143631,19.64706731,19.58074024,Huang Jie
MGI03-01-05,0.00040568,0.00024040,0.00022538,0.00000000,,14.74759136,19.27906844,19.41143167,18.06496305,19.92939373,17.94452706,16.23427773,16.59005846,21.03062673,17.31631079,Huang Jie
MGI03-02-01,0.00030051,0.00023963,0.00022538,0.00030051,,18.82888799,20.39935593,20.87906355,21.28313505,20.76531845,21.39309835,21.12095373,19.63848552,21.70189741,19.75281245,Huang Jie
MGI03-02-02,0.00027046,0.00033056,0.00028548,0.00031553,,20.88517263,16.06598733,19.04997823,17.30351083,16.84823949,18.63863403,19.64983094,19.99455716,16.40533175,13.76984889,Huang Jie
MGI03-02-03,0.00027046,0.00034558,0.00033056,0.00000000,,19.83135766,20.81419103,20.88168173,18.56459789,19.19601415,17.46423761,19.24066855,21.68051565,18.96154213,18.08372663,Huang Jie
MGI03-02-04,0.00028548,0.00039066,0.00027046,0.00000000,,16.91122112,16.91587565,19.58074024,16.35573190,19.90117563,17.04736616,17.06525701,16.55936765,19.23572312,19.65783092,Huang Jie
MGI03-02-05,0.00019533,0.00031553,0.00022538,0.00000000,,15.69624301,17.90976353,17.06525701,16.99325723,18.94539673,19.76939421,20.56720996,23.52807365,19.97972084,18.08372663,Huang Jie
MGI04-01-01,0.00021035,0.00025543,0.00028548,0.00000000,,18.44750734,16.78467605,15.73667925,17.64023708,12.49218006,16.26220492,19.56779483,19.59484929,19.59048567,18.83165162,Huang Jie
MGI04-01-02,0.00029771,0.00024040,0.00015025,0.00013523,,19.64983094,22.64836725,17.94452706,19.38859538,18.61870682,22.08313261,20.36982875,19.85433941,21.33622580,20.39528321,Huang Jie
MGI04-01-03,0.00027046,0.00027046,0.00030051,0.00000000,,15.60431602,17.83107286,19.22859586,18.48125269,18.73594282,21.04037215,20.46001029,16.79034876,19.54612217,19.88823021,Huang Jie
MGI04-01-04,0.00025543,0.00018030,0.00018030,0.00024040,,20.67542781,15.80096996,20.83251824,18.08139937,20.96008149,17.10743870,24.58348861,21.72720642,19.40430442,18.84226977,Huang Jie
MGI04-01-05,0.00015025,0.00021035,0.00000000,0.00000000,,20.17142935,16.23427773,16.54089498,18.08547208,18.12285378,16.83558499,17.17900212,18.03921768,17.11791140,16.73740347,Huang Jie
MGI04-02-01,0.00016528,0.00019533,0.00019533,0.00012020,,22.75134875,18.18408996,15.86511522,20.38277416,19.89739382,24.14930812,18.48183451,18.18176270,21.74277001,21.50800709,Huang Jie
MGI04-02-02,0.00028548,0.00016528,0.00030051,0.00013523,,20.56880996,18.32954406,18.01870865,18.34859855,16.38467727,16.56518581,17.57289183,13.43224992,17.37245607,17.01318444,Huang Jie
MGI04-02-03,0.00016528,0.00022538,0.00016528,0.00022538,,21.14088094,25.35948625,20.71891859,16.27325943,22.92502095,19.10990532,20.58320991,20.87906355,19.92939373,18.96546939,Huang Jie
MGI04-02-04,0.00027441,0.00025073,0.00016274,0.00012020,,20.50073744,16.74423981,19.00110565,19.07281452,20.30786530,19.42394072,21.14349911,21.55120696,20.07324783,20.18873839,Huang Jie
MGI04-02-05,0.00018030,0.00016528,0.00021035,0.00000000,,19.25986850,17.39921963,16.06133280,18.52925254,19.75281245,19.73303069,19.40604987,24.52137971,18.94816036,16.23951408,Huang Jie
MGI05-01-01,0.00010518,0.00007510,0.00019533,0.00000000,,18.44750734,18.51383441,20.61651890,16.23951408,15.97682397,19.05172368,16.92533017,19.29012295,17.08765694,18.50190717,Huang Jie
