Leaf,TL1,TL2,TL3,Data collected by,Area
HCR05-02-02,30747.52028,31219.78652,30561.29946,Huang Jie,4259464
HCR05-02-03,31804.29725,31204.51183,30662.62127,Huang Jie,4259464
HCR05-02-04,32181.78131,31224.0687,30389.41466,Huang Jie,4259464
HCR05-02-05,30623.25929,31170.92925,30985.67037,Huang Jie,4259464
KMA05-01-01,25115.25783,24153.16219,24503.64986,Huang Jie,4259464
KMA05-01-02,23596.47791,24016.08567,23954.87832,Huang Jie,4259464
KMA05-01-03,22896.20075,23345.83035,23128.92829,Huang Jie,4259464
KMA05-01-04,23102.8628,23710.97986,24178.29676,Huang Jie,4259464
KMA05-01-05,24503.41713,24269.0605,24758.02106,Huang Jie,4259464
KMA05-02-01,24271.6205,23783.1254,24069.613,Huang Jie,4259464
KMA05-02-02,24068.91482,23468.01231,23810.35452,Huang Jie,4259464
KMA05-02-03,23679.32892,24886.95212,24494.57349,Huang Jie,4259464
KMA05-02-04,23720.28896,24270.92232,24199.70769,Huang Jie,4259464
KMA05-02-05,24898.35577,24862.74845,25083.83962,Huang Jie,4259464
KMA06-01-01,19127.17825,18176.95171,18725.72325,Huang Jie,4259464
KMA06-01-02,19736.22622,18926.56711,19759.03352,Huang Jie,4259464
KMA06-01-03,19789.98628,19605.43335,19671.52797,Huang Jie,4259464
KMA06-01-04,19060.15272,18484.15206,19423.90587,Huang Jie,4259464
KMA06-01-05,23562.96515,22535.47306,23046.31001,Huang Jie,4259464
KMA06-02-01,20411.87482,19853.95024,20911.5296,Huang Jie,4259464
KMA06-02-02,19826.73441,20014.80279,19515.84585,Huang Jie,4259464
KMA06-02-03,22959.6955,21236.37499,21928.28521,Huang Jie,4259464
KMA06-02-04,18528.74852,19653.3207,19164.48247,Huang Jie,4259464
KMA06-02-05,19326.03286,20214.73449,19900.70564,Huang Jie,4259464
KMA07-01-01,22556.3429,23703.94386,22364.08746,Huang Jie,4259464
KMA07-01-02,23063.32502,24017.9727,22771.62711,Huang Jie,4259464
KMA07-01-03,24363.75335,23703.59494,24107.9943,Huang Jie,4259464
KMA07-01-04,28325.05275,34449.66196,28187.22898,Huang Jie,4259464
KMA07-01-05,27360.9842,28186.88006,26807.24667,Huang Jie,4259464
KMA07-02-01,12863.0452,13770.5191,13565.5507,Huang Jie,2631214
KMA07-02-02,15115.75103,14249.88725,14591.28497,Huang Jie,2631214
KMA07-02-03,15710.70286,15035.12634,15085.41538,Huang Jie,2631214
KMA07-02-04,15165.5534,15458.36542,14595.34054,Huang Jie,2631214
KMA07-02-05,14558.43487,15117.12992,14898.61591,Huang Jie,2631214
LMU01-01-01,36211.36377,35025.73042,35812.19822,Huang Jie,4259464
LMU01-01-02,34196.69428,36386.871,34114.69786,Huang Jie,4259464
LMU01-01-03,33273.44948,33085.03217,33233.32357,Huang Jie,4259464
LMU01-01-04,35700.89244,35164.60096,34449.31304,Huang Jie,4259464
LMU01-01-05,34512.81665,34079.45684,34226.35256,Huang Jie,4259464
LMU01-02-01,33082.58972,33595.5035,33584.33803,Huang Jie,4259464
LMU01-02-02,32558.51048,33246.93149,32870.09687,Huang Jie,4259464
LMU01-02-03,33458.72649,32722.50332,32901.49976,Huang Jie,4259464
LMU01-02-04,32883.00695,33156.21204,33416.85598,Huang Jie,4259464
LMU01-02-05,32827.87744,32635.27308,33250.76962,Huang Jie,4259464
LMU02-01-01,26797.82581,27817.37278,27339.00218,Huang Jie,4259464
LMU02-01-02,29650.25447,29147.4594,28744.80464,Huang Jie,4259464
LMU02-01-03,31185.15767,30145.37328,30925.56049,Huang Jie,4259464
LMU02-01-04,29915.43438,29303.77598,29792.96313,Huang Jie,4259464
LMU02-01-05,30839.37702,29900.08186,30141.88407,Huang Jie,4259464
LMU02-02-01,31506.16493,32304.14711,31307.97784,Huang Jie,4259464
LMU02-02-02,29048.71477,29409.1501,29520.45588,Huang Jie,4259464
LMU02-02-03,30145.7222,31031.28354,30102.80492,Huang Jie,4259464
LMU02-02-04,31502.3268,31931.49955,31697.3736,Huang Jie,4259464
LMU02-02-05,31819.49593,32184.81615,31199.81235,Huang Jie,4259464
LMU03-01-01,34853.36348,34976.18365,33971.29135,Huang Jie,4259464
LMU03-01-02,30870.7799,31351.59296,30521.16113,Huang Jie,4259464
LMU03-01-03,32245.5284,31537.21889,32272.39531,Huang Jie,4259464
LMU03-01-04,30612.92733,31190.7404,30426.60355,Huang Jie,4259464
LMU03-01-05,31725.6362,30494.29421,31027.79433,Huang Jie,4259464
LMU03-02-01,32045.5967,31223.19005,31481.04262,Huang Jie,4259464
LMU03-02-02,30133.50996,29750.04586,30670.84821,Huang Jie,4259464
LMU03-02-03,33101.78038,32691.44935,33599.69055,Huang Jie,4259464
LMU03-02-04,33528.51068,32646.08963,32898.01055,Huang Jie,4259464
LMU03-02-05,33602.133,32936.74077,33512.46032,Huang Jie,4259464
LMU04-01-01,28392.04557,29632.11058,30144.32651,Huang Jie,4259464
LMU04-01-02,34791.9534,34171.57197,35226.01104,Huang Jie,4259464
LMU04-01-03,27382.6173,28012.76851,27784.57422,Huang Jie,4259464
LMU04-01-04,29255.27597,29667.00267,28745.8514,Huang Jie,4259464
LMU04-01-05,26728.39054,27036.13881,27887.50589,Huang Jie,4259464
LMU04-02-01,30541.04962,30332.3949,30794.0173,Huang Jie,4259464
LMU04-02-02,31188.64688,31676.08943,30843.21515,Huang Jie,4259464
LMU04-02-03,34357.89575,34868.716,34317.072,Huang Jie,4259464
LMU04-02-04,33634.58265,33299.61855,33983.50358,Huang Jie,4259464
LMU04-02-05,33983.85251,34645.05768,34265.4317,Huang Jie,4259464
LMU05-01-01,28906.00611,28036.84405,29290.51698,Huang Jie,4259464
LMU05-01-02,34884.76636,34332.42452,34509.67636,Huang Jie,4259464
LMU05-01-03,35376.39596,34296.83459,34556.43176,Huang Jie,4259464
LMU05-01-04,33252.51422,34191.46046,34296.83459,Huang Jie,4259464
LMU05-01-05,33280.77682,32886.49616,32304.14711,Huang Jie,4259464
LMU05-02-01,28488.69667,29024.29031,29282.84072,Huang Jie,4259464
LMU05-02-02,29274.81554,29411.94147,28688.62836,Huang Jie,4259464
LMU05-02-03,30123.04234,29761.21133,30670.84821,Huang Jie,4259464
LMU05-02-04,31571.41315,32411.61476,32739.94936,Huang Jie,4259464
LMU05-02-05,33623.06826,34263.6871,33945.12228,Huang Jie,4259464
MBA01-01-01,34588.53249,33194.24442,34502.34902,Huang Jie,4259464
MBA01-01-02,34092.36692,35731.59748,34500.60441,Huang Jie,4259464
MBA01-01-03,34454.54685,35918.6191,35161.46067,Huang Jie,4259464
MBA01-01-04,38019.12314,36767.54374,36540.04729,Huang Jie,4259464
MBA01-01-05,30498.83019,30908.11445,31623.05345,Huang Jie,4259464
MBA01-02-01,28664.90174,27490.43387,26961.46973,Huang Jie,4259464
MBA01-02-02,38781.16647,37956.31737,35165.99664,Huang Jie,4259464
MBA01-02-03,40996.81442,39873.289,40046.35379,Huang Jie,4259464
MBA01-02-04,35538.29812,36594.98588,34891.46684,Huang Jie,4259464
MBA01-02-05,36557.14442,37650.66263,35519.80247,Huang Jie,4259464
MBA02-01-01,34818.47139,36052.60474,35021.19445,Huang Jie,4259464
MBA02-01-02,34313.58279,33202.96745,35202.28442,Huang Jie,4259464
MBA02-01-03,33729.14022,34016.30215,32690.40259,Huang Jie,4259464
MBA02-01-04,32717.2695,33768.56829,33731.23375,Huang Jie,4259464
MBA02-01-05,34602.83825,38313.26349,34470.59721,Huang Jie,4259464
MBA02-02-01,31020.11807,29969.51712,30678.52447,Huang Jie,4259464
MBA02-02-02,33211.69047,32324.73345,32495.35579,Huang Jie,4259464
MBA02-02-03,29230.15366,28493.93048,29472.65371,Huang Jie,4259464
MBA02-02-04,30318.43806,29126.17522,30623.39496,Huang Jie,4259464
MBA02-02-05,32189.35213,31084.66844,32038.9672,Huang Jie,4259464
MBA03-01-01,32505.998,27930.47,27666.45,Amanda,4259487
MBA03-01-02,48691.356,43601.586,42730.172,Amanda,4259487
MBA03-01-03,31606.407,31689.232,33307.848,Amanda,4259487
MBA03-01-04,41516.62,45903.765,40960.222,Amanda,4259487
MBA03-01-05,43742,39856.746,38311.703,Amanda,4259487
MBA03-02-01,39770.806,29108.147,43439.754,Amanda,4259487
MBA03-02-02,36832.592,48695.64,49778.886,Amanda,4259487
MBA03-02-03,46990.343,42843.5,46989.042,Amanda,4259487
MBA03-02-04,47473.71,40206.178,42532.991,Amanda,4259487
MBA03-02-05,47593.746,44011.525,38748.255,Amanda,4259487
MBA04-01-01,45672.098,36293.062,37664.976,Amanda,4259487
MBA04-01-02,54672.915,41878.882,50670.916,Amanda,4259487
MBA04-01-03,31426.054,32164.418,28688.521,Amanda,4259487
MBA04-01-04,40474.793,39161.52,48690.023,Amanda,4259487
MBA04-01-05,28001.089,30479.651,30886.163,Amanda,4259487
MBA04-02-01,36337.021,36606.866,29526.095,Amanda,4259487
MBA04-02-02,40947.107,43241.333,37246.485,Amanda,4259487
MBA04-02-03,33329.235,34745.616,31821.83,Amanda,4259487
MBA04-02-04,37728.712,34169.273,35964.332,Amanda,4259487
MBA04-02-05,38041.72,29975.632,36697.956,Amanda,4259487
MBA05-01-01,29183.123,44899.763,43375.903,Amanda,4259487
MBA05-01-02,38957.585,53049.791,36024.837,Amanda,4259487
MBA05-01-03,35263.679,36791.676,42148.102,Amanda,4259487
MBA05-01-04,48135.696,50447.598,47545.719,Amanda,4259487
MBA05-01-05,49902.138,48742.76,46000.064,Amanda,4259487
MBA05-02-01,40695.849,39843.778,41252.566,Amanda,4259487
MBA05-02-02,46722.49,46790.48,49969.923,Amanda,4259487
MBA05-02-03,41801.711,45102.201,48646.739,Amanda,4259487
MBA05-02-04,46951.021,39538.884,34481.985,Amanda,4259487
MBA05-02-05,34498.836,39188.047,35057.027,Amanda,4259487
MBE01-01-01,30503.327,29944.414,29515.085,Amanda,4259487
MBE01-01-02,28944.973,27374.567,27602.626,Amanda,4259487
MBE01-01-03,34859.934,31869.459,31453.61,Amanda,4259487
MBE01-01-04,30386.809,28810.751,31190.967,Amanda,4259487
MBE01-01-05,25913.726,25091.473,26863.798,Amanda,4259487
MBE01-02-01,32076.941,25954.372,26741.537,Amanda,4259487
MBE01-02-02,28407.126,27570.779,27950.786,Amanda,4259487
MBE01-02-03,30283.077,30198.745,29669.529,Amanda,4259487
MBE01-02-04,28932.289,29433.696,28804.196,Amanda,4259487
MBE01-02-05,29327.686,29567,28944.794,Amanda,4259487
MBE02-01-01,29131.161,26126.299,26644.995,Amanda,4259487
MBE02-01-02,,,,Amanda,4259487
MBE02-01-03,28229.74,27728.83,30909.792,Amanda,4259487
MBE02-01-04,30944.834,34738.665,32648.574,Amanda,4259487
MBE02-01-05,30434.676,30906.165,27246.87,Amanda,4259487
MBE02-02-01,26180.409,27197.371,24990.928,Amanda,4259487
MBE02-02-02,29971.878,29842.152,28412.701,Amanda,4259487
MBE02-02-03,27497.066,36449.259,29709.272,Amanda,4259487
MBE02-02-04,26988.303,55965.779,29232.536,Amanda,4259487
MBE02-02-05,26987.857,28505.373,28294.75,Amanda,4259487
MBE03-01-01,30866.213,29948.431,61032.958,Amanda,4259487
MBE03-01-02,29862.494,29702.114,29202.694,Amanda,4259487
MBE03-01-03,28067.935,29825.672,28412.161,Amanda,4259487
MBE03-01-04,26733.279,28326.855,29134.27,Amanda,4259487
MBE03-01-05,30155.297,27618.449,30631.919,Amanda,4259487
MBE03-02-01,30492.947,31901.276,30749.221,Amanda,4259487
MBE03-02-02,28056.588,28561.322,27530.219,Amanda,4259487
MBE03-02-03,29245.624,28632.315,28637.796,Amanda,4259487
MBE03-02-04,27224.254,27258.343,26284.524,Amanda,4259487
MBE03-02-05,32484.684,32582.961,30569.775,Amanda,4259487
MBE04-01-01,,,,,0
MBE04-01-02,,,,,0
MBE04-01-03,,,,,0
MBE04-01-04,,,,,0
MBE04-01-05,,,,,0
MBE04-02-01,,,,,0
MBE04-02-02,,,,,0
MBE04-02-03,,,,,0
MBE04-02-04,,,,,0
MBE04-02-05,,,,,0
MBE05-01-01,,,,,0
MBE05-01-02,,,,,0
MBE05-01-03,,,,,0
MBE05-01-04,,,,,0
MBE05-01-05,,,,,0
MBE05-02-01,,,,,0
MBE05-02-02,,,,,0
MBE05-02-03,,,,,0
MBE05-02-04,,,,,0
MBE05-02-05,,,,,0
MGI01-01-01,13144.63408,12421.43105,13047.94918,Huang Jie,3593637
MGI01-01-02,18395.91314,17919.57888,17879.61579,Huang Jie,3593637
MGI01-01-03,17126.76272,17153.18992,15145.36689,Huang Jie,3593637
MGI01-01-04,16559.54465,14661.9424,14763.13926,Huang Jie,3593637
MGI01-01-05,17575.38064,17869.9473,18361.10657,Huang Jie,3593637
MGI01-02-01,17863.50164,17220.86935,18416.53925,Huang Jie,3593637
MGI01-02-02,16642.69367,17694.62535,17216.35739,Huang Jie,3593637
MGI01-02-03,17660.46335,17405.21522,18515.80241,Huang Jie,3593637
MGI01-02-04,17122.25076,17766.81674,17358.80647,Huang Jie,3593637
MGI01-02-05,17248.58569,17343.98145,15655.21858,Huang Jie,3593637
MGI02-01-01,23264.22444,23285.1001,23757.12973,Huang Jie,4259464
MGI02-01-02,22077.96563,20344.0291,21506.37516,Huang Jie,4259464
MGI02-01-03,23309.74595,23955.2856,23812.99598,Huang Jie,4259464
MGI02-01-04,22899.33093,21901.16252,23929.3132,Huang Jie,4259464
MGI02-01-05,23021.37325,22618.31243,22722.69073,Huang Jie,4259464
MGI02-02-01,24317.44456,24670.38751,23016.64889,Huang Jie,4259464
MGI02-02-02,23020.11653,23936.16703,24124.54834,Huang Jie,4259464
MGI02-02-03,22873.30036,21746.29398,20707.65424,Huang Jie,4259464
MGI02-02-04,19152.35937,18207.28775,21520.83917,Huang Jie,4259464
MGI02-02-05,21246.11595,21971.76042,19572.87476,Huang Jie,4259464
MGI03-01-01,30283.272,29960.6,28203.533,Amanda,4259487
MGI03-01-02,22933.976,26513.551,23501.228,Amanda,4259487
MGI03-01-03,20867.087,20611.043,23633.713,Amanda,4259487
MGI03-01-04,23351.316,24262.699,22998.318,Amanda,4259487
MGI03-01-05,23991.134,20244.3,22648.079,Amanda,4259487
MGI03-02-01,17720.532,18084.778,17526.196,Amanda,4259487
MGI03-02-02,28039.508,30926.739,26319.505,Amanda,4259487
MGI03-02-03,18064.666,17906.318,17830.553,Amanda,4259487
MGI03-02-04,22498.309,23988.991,23335.537,Amanda,4259487
MGI03-02-05,16947.327,17499.092,16926.659,Amanda,4259487
MGI04-01-01,24357.771,25598.663,24277.732,Amanda,4259487
MGI04-01-02,25195.381,26198.424,24792.743,Amanda,4259487
MGI04-01-03,22524.189,24801.777,26153.47,Amanda,4259487
MGI04-01-04,26851.514,28952.883,24771.375,Amanda,4259487
MGI04-01-05,26811.952,36638.828,33409.691,Amanda,4259487
MGI04-02-01,27153.662,29374.362,26886.402,Amanda,4259487
MGI04-02-02,28784.277,28954.694,33320.386,Amanda,4259487
MGI04-02-03,28123.157,29535.878,18734.564,Amanda,4259487
MGI04-02-04,22534.413,31666.044,34827.818,Amanda,4259487
MGI04-02-05,31818.318,29592.795,33772.237,Amanda,4259487
MGI05-01-01,30125.278,29849.486,29899.683,Amanda,4259487
MGI05-01-02,28518.268,24114.487,23653.101,Amanda,4259487
MGI05-01-03,26450.723,25930.982,25063.438,Amanda,4259487
MGI05-01-04,28133.32,26403.292,25821.193,Amanda,4259487
MGI05-01-05,24908.01,23258.132,20888.381,Amanda,4259487
MGI05-02-01,24773.885,24203.367,24616.722,Amanda,4259487
MGI05-02-02,28153.36,28167.369,30091.782,Amanda,4259487
MGI05-02-03,24007.357,23512.966,23026.205,Amanda,4259487
MGI05-02-04,25050.184,23686.769,23725.535,Amanda,4259487
MGI05-02-05,27303.191,28414.688,27497.37,Amanda,4259487
MRE01-01-01,28460.83257,29036.7285,30785.92032,Huang Jie,4259464
MRE01-01-02,34263.70758,32126.07022,33702.81093,Huang Jie,4259464
MRE01-01-03,30165.0847,31409.63013,29850.94907,Huang Jie,4259464
MRE01-01-04,36795.79484,38315.24967,35562.6647,Huang Jie,4259464
MRE01-01-05,29682.02379,31871.16375,32190.59393,Huang Jie,4259464
MRE01-02-01,32094.55891,32403.67926,33365.76327,Huang Jie,4259464
MRE01-02-02,34646.92838,34629.50872,33715.61095,Huang Jie,4259464
MRE01-02-03,37261.64555,35019.0248,36111.52933,Huang Jie,4259464
MRE01-02-04,39156.46663,36845.79635,35953.4026,Huang Jie,4259464
MRE01-02-05,35021.25899,34781.04926,33638.53159,Huang Jie,4259464
MRE02-01-01,37094.18645,36169.62976,35953.4026,Huang Jie,4259464
MRE02-01-02,35005.54988,37204.09203,35739.71217,Huang Jie,4259464
MRE02-01-03,37555.06843,37095.47809,39293.9737,Huang Jie,4259464
MRE02-01-04,32742.2862,35953.63533,33831.27653,Huang Jie,4259464
MRE02-01-05,35717.88233,33831.34635,37094.17481,Huang Jie,4259464
MRE02-02-01,33849.03365,35123.10056,33714.22622,Huang Jie,4259464
MRE02-02-02,36027.01432,35193.71009,37117.59884,Huang Jie,4259464
MRE02-02-03,35913.37346,34768.37724,37118.72757,Huang Jie,4259464
MRE02-02-04,34309.95054,37224.57205,35081.06997,Huang Jie,4259464
MRE02-02-05,35045.47429,36077.16711,35027.03063,Huang Jie,4259464
MRE03-01-01,30848.60549,32085.64545,33849.54565,Huang Jie,4259464
MRE03-01-02,35071.85395,33714.34258,34389.08954,Huang Jie,4259464
MRE03-01-03,36540.74873,36070.54601,37112.93265,Huang Jie,4259464
MRE03-01-04,34685.68915,35950.35387,32329.97445,Huang Jie,4259464
MRE03-01-05,33497.51033,36077.29511,34785.5409,Huang Jie,4259464
MRE03-02-01,34146.93653,33744.30625,36972.66777,Huang Jie,4259464
MRE03-02-02,34534.28825,33369.26582,33364.83236,Huang Jie,4259464
MRE03-02-03,32184.55465,34662.18367,34644.71747,Huang Jie,4259464
MRE03-02-04,34609.81997,34389.22917,35704.17468,Huang Jie,4259464
MRE03-02-05,33715.52949,34773.00852,35803.08388,Huang Jie,4259464
MRE04-01-01,40299.254,39902.683,64594.6,Amanda,4259487
MRE04-01-02,63682.193,68934.652,41878.397,Amanda,4259487
MRE04-01-03,40956.802,40402.946,40583.788,Amanda,4259487
MRE04-01-04,44161.209,47381.633,45720.489,Amanda,4259487
MRE04-01-05,40886.838,41533.133,41660.473,Amanda,4259487
MRE04-02-01,35995.732,,,Amanda,4259487
MRE04-02-02,37868.734,32592.771,31468.154,Amanda,4259487
MRE04-02-03,33486.716,37881.371,45775.4,Amanda,4259487
MRE04-02-04,44705.147,45361.729,42170.272,Amanda,4259487
MRE04-02-05,41011.659,42688.519,46154.708,Amanda,4259487
MRE05-01-01,,,,Amanda,4259487
MRE05-01-02,46186.586,44499.971,44715.657,Amanda,4259487
MRE05-01-03,51717.859,47186.153,47772.82,Amanda,4259487
MRE05-01-04,45126.975,47194.77,46070.952,Amanda,4259487
MRE05-01-05,44313.631,44916.007,50632.802,Amanda,4259487
MRE05-02-01,50919.721,52024.953,51913.956,Amanda,4259487
MRE05-02-02,48808.776,49301.831,49599.746,Amanda,4259487
MRE05-02-03,43289.292,43847.603,43521.684,Amanda,4259487
MRE05-02-04,47111.987,42194.497,43525.014,Amanda,4259487
MRE05-02-05,47604.453,49506.446,49166.485,Amanda,4259487
PAX01-01-01,33285.29773,29635.38519,33317.55377,Huang Jie,4259464
PAX01-01-02,33176.70706,33092.8786,33458.22593,Huang Jie,4259464
PAX01-01-03,31358.37189,32411.16146,31143.47128,Huang Jie,4259464
PAX01-01-04,30550.28369,31428.43451,32451.50477,Huang Jie,4259464
PAX01-01-05,33457.27174,30323.72343,314157.4272,Huang Jie,4259464
PAX02-01-01,30191.94146,30273.12846,31388.24247,Huang Jie,4259464
PAX02-01-02,30364.45075,26408.33859,28407.63106,Huang Jie,4259464
PAX02-01-03,29113.88932,28538.36575,28839.70137,Huang Jie,4259464
PAX02-01-04,28936.10875,30543.59277,29862.46908,Huang Jie,4259464
PAX02-01-05,32604.95368,30850.29276,31113.0887,Huang Jie,4259464
PAX02-02-01,29361.54633,28969.47024,30134.35303,Huang Jie,4259464
PAX02-02-02,24739.03049,25383.33669,26255.82059,Huang Jie,4259464
PAX02-02-03,30797.21924,30190.14946,32190.96629,Huang Jie,4259464
PAX02-02-04,27430.23357,30373.9344,29990.24814,Huang Jie,4259464
PAX02-02-05,28149.60603,26922.14281,28840.50428,Huang Jie,4259464
PAX03-01-01,31421.58069,31246.97685,31397.74939,Huang Jie,4259464
PAX03-01-02,31158.52875,31951.80384,30220.97422,Huang Jie,4259464
PAX03-01-03,34517.00823,33412.49496,36586.18878,Huang Jie,4259464
PAX03-01-04,32392.91562,34235.89663,31345.64169,Huang Jie,4259464
PAX03-01-05,32121.45058,32202.25358,33229.93185,Huang Jie,4259464
PAX03-02-01,28833.46427,27897.71338,28021.30334,Huang Jie,4259464
PAX03-02-02,34050.20333,29399.7951,32202.12558,Huang Jie,4259464
PAX03-02-03,30224.12768,30363.53148,33370.52255,Huang Jie,4259464
PAX03-02-04,29700.09508,31130.90399,29205.74688,Huang Jie,4259464
PAX03-02-05,30761.54211,29844.83997,30887.44771,Huang Jie,4259464
PAX04-01-01,36821.51123,37423.36792,36058.28127,Huang Jie,4259464
PAX04-01-02,34140.48998,36882.90475,36990.48306,Huang Jie,4259464
PAX04-01-03,34467.85617,35585.6,34878.44573,Huang Jie,4259464
PAX04-01-04,35949.70223,36973.71504,35821.09699,Huang Jie,4259464
PAX04-01-05,33122.819,34273.28431,35821.56245,Huang Jie,4259464
PAX04-02-01,34197.08932,35435.7351,34646.09056,Huang Jie,4259464
PAX04-02-02,37089.22935,34656.41202,33482.38304,Huang Jie,4259464
PAX04-02-03,38258.85978,33849.4991,35948.16623,Huang Jie,4259464
PAX04-02-04,37222.34951,34656.22584,347164.4293,Huang Jie,4259464
PAX04-02-05,32459.41751,32445.73313,33432.06735,Huang Jie,4259464
PAX06-01-01,,,,,#VALUE!
PAX06-01-02,,,,,#VALUE!
PAX06-01-03,,,,,#VALUE!
PAX06-01-04,,,,,#VALUE!
PAX06-01-05,,,,,#VALUE!
PAX06-02-01,,,,,#VALUE!
PAX06-02-02,,,,,#VALUE!
PAX06-02-03,,,,,#VALUE!
PAX06-02-04,,,,,#VALUE!
PAX06-02-05,,,,,#VALUE!
PCO01-01-01,25887.14216,27925.18935,26752.81501,Huang Jie,4259464
PCO01-01-02,25172.55208,25904.23929,25904.58821,Huang Jie,4259464
PCO01-01-03,26478.56315,25809.68171,25744.08458,Huang Jie,4259464
PCO01-01-04,26976.47333,27135.93019,27412.27558,Huang Jie,4259464
PCO01-01-05,27174.3115,27164.19279,27450.65688,Huang Jie,4259464
PCO01-02-01,29777.26169,32177.48881,32516.29104,Huang Jie,4259464
PCO01-02-02,24632.42247,26288.05232,26471.93365,Huang Jie,4259464
PCO01-02-03,28323.30814,28475.43767,28179.90164,Huang Jie,4259464
PCO01-02-04,28411.58514,27877.03827,28221.77215,Huang Jie,4259464
PCO01-02-05,30870.43098,30227.3697,30625.83741,Huang Jie,4259464
PCO02-01-01,29059.88024,29586.05301,28698.04923,Huang Jie,4259464
PCO02-01-02,30815.6504,31411.25844,31637.70812,Huang Jie,4259464
PCO02-01-03,28147.80091,28447.87292,28144.66062,Huang Jie,4259464
PCO02-01-04,29365.53498,28783.53486,29193.16804,Huang Jie,4259464
PCO02-01-05,28088.48435,27521.48783,27960.77929,Huang Jie,4259464
PCO02-02-01,36068.6551,34440.93893,33909.88127,Huang Jie,4259464
PCO02-02-02,31149.21881,33864.52154,33033.04295,Huang Jie,4259464
PCO02-02-03,26734.3222,27603.13533,27249.67842,Huang Jie,4259464
PCO02-02-04,29375.30477,30516.27623,30239.23301,Huang Jie,4259464
PCO02-02-05,25848.06302,28063.36205,27558.82237,Huang Jie,4259464
PCO03-01-01,28544.52402,28860.99531,28160.71099,Huang Jie,4259464
PCO03-01-02,26608.01282,26214.77892,26550.44086,Huang Jie,4259464
PCO03-01-03,30414.0424,27442.98062,28530.21826,Huang Jie,4259464
PCO03-01-04,25276.53052,29600.70769,27293.29354,Huang Jie,4259464
PCO03-01-05,26521.48042,28350.8729,27537.53819,Huang Jie,4259464
PCO03-02-01,23753.83955,23337.22795,27334.11729,Huang Jie,4259464
PCO03-02-02,24456.56632,25557.41188,24332.00154,Huang Jie,4259464
PCO03-02-03,24091.94394,25079.39019,22458.29611,Huang Jie,4259464
PCO03-02-04,27279.68562,27650.23966,27024.62442,Huang Jie,4259464
PCO03-02-05,26914.71432,26447.85811,27134.53451,Huang Jie,4259464
PCO04-01-01,,,,,#VALUE!
PCO04-01-02,,,,,#VALUE!
PCO04-01-03,,,,,#VALUE!
PCO04-01-04,,,,,#VALUE!
PCO04-01-05,,,,,#VALUE!
PCO04-02-01,,,,,#VALUE!
PCO04-02-02,,,,,#VALUE!
PCO04-02-03,,,,,#VALUE!
PCO04-02-04,,,,,#VALUE!
PCO04-02-05,,,,,#VALUE!
PCO05-01-01,,,,,#VALUE!
PCO05-01-02,,,,,#VALUE!
PCO05-01-03,,,,,#VALUE!
PCO05-01-04,,,,,#VALUE!
PCO05-01-05,,,,,#VALUE!
PCO05-02-01,,,,,#VALUE!
PCO05-02-02,,,,,#VALUE!
PCO05-02-03,,,,,#VALUE!
PCO05-02-04,,,,,#VALUE!
PCO05-02-05,,,,,#VALUE!
PEC01-01-01,30478.24385,30374.26541,28875.30107,Huang Jie,4259464
PEC01-01-02,26752.46608,25046.94054,28642.22188,Huang Jie,4259464
PEC01-01-03,26155.81128,25463.20322,25046.59162,Huang Jie,4259464
PEC01-01-04,27453.79717,26472.28257,26959.3762,Huang Jie,4259464
PEC01-01-05,26096.49472,24941.56642,26405.63867,Huang Jie,4259464
PEC01-02-01,29239.2256,29601.40554,29426.59615,Huang Jie,4259464
PEC01-02-02,29340.41267,29641.18252,29256.32273,Huang Jie,4259464
PEC01-02-03,29341.45944,29453.11414,28476.83336,Huang Jie,4259464
PEC01-02-04,25939829.22,25860.27525,28530.21826,Huang Jie,4259464
PEC01-02-05,27887.15697,28528.82258,27837.6102,Huang Jie,4259464
PEC02-01-01,25206.39741,27279.68562,30058.84088,Huang Jie,4259464
PEC02-01-02,28556.38733,27118.13523,27900.41597,Huang Jie,4259464
PEC02-01-03,30004.40922,29505.45228,30513.83379,Huang Jie,4259464
PEC02-01-04,29233.99179,28913.68237,29544.1825,Huang Jie,4259464
PEC02-01-05,27247.93382,27450.65688,27139.07048,Huang Jie,4259464
PEC02-02-01,29790.17176,30427.65031,30495.34098,Huang Jie,4259464
PEC02-02-02,27456.58854,26418.54875,27318.76477,Huang Jie,4259464
PEC02-02-03,25356.43342,25841.43352,26193.84366,Huang Jie,4259464
PEC02-02-04,27644.65692,27852.6138,27163.49495,Huang Jie,4259464
PEC02-02-05,24775.48006,25349.455,25782.11696,Huang Jie,4259464
PEC03-01-01,26929.02008,27228.04532,27189.3151,Huang Jie,4259464
PEC03-01-02,26631.73944,25697.67809,28622.33339,Huang Jie,4259464
PEC03-01-03,29746.20772,29800.98831,29964.28331,Huang Jie,4259464
PEC03-01-04,27427.27918,27588.82957,27023.57765,Huang Jie,4259464
PEC03-01-05,31062.3375,30712.02088,30887.87703,Huang Jie,4259464
PEC03-02-01,28364.13189,27090.22155,26188.95877,Huang Jie,4259464
PEC03-02-02,27068.58845,26511.0128,27643.95908,Huang Jie,4259464
PEC03-02-03,26404.59191,26056.36882,26535.78618,Huang Jie,4259464
PEC03-02-04,26480.30775,26590.21785,25271.99455,Huang Jie,4259464
PEC03-02-05,23993.54824,26782.12436,27081.49853,Huang Jie,4259464
