species,twig,indiv,hydrology,area,fresh_mass,dry_mass,thickness,ldmc,SLA
twa,twa05,twa05_l02,#N/A,26.12,0.3349,0.1316,0.118666667,392.9531203,198.4802432
twa,twa05,twa05_l03,#N/A,33.979,0.5603,0.165,0.137333333,294.4850973,205.9333333
twa,twa05,twa05_l04,#N/A,33.14,0.5489,0.1659,0.134666667,302.2408453,199.7588909
twa,twa05,twa05_l05,#N/A,102.139,1.7976,0.5258,0.133333333,292.5011126,194.2544694
ppo,ppo04,ppo04_l01,dry,225.168,4.6,2.12,0.191666667,460.8695652,106.2113208
ppo,ppo04,ppo04_l02,dry,145.593,3.04,1.41,0.193666667,463.8157895,103.2574468
ppo,ppo04,ppo04_l03,dry,198.457,4.06,1.97,0.193333333,485.2216749,100.7395939
ppo,ppo04,ppo04_l04,dry,220.309,4.71,2.31,0.233333333,490.4458599,95.37186147
ppo,ppo04,ppo04_l05,dry,215.07,4.99,2.47,0.227333333,494.98998,87.07287449
ema,ema04,ema04_l01,dry,10.966,0.2607,0.1356,0.212,520.1380898,80.87020649
ema,ema04,ema04_l02,dry,15.55,0.3765,0.1975,0.22,524.5683931,78.73417722
ema,ema04,ema04_l03,dry,17.191,0.4503,0.2354,0.242666667,522.7626027,73.028887
ema,ema04,ema04_l04,dry,20.64,0.5327,0.2667,0.226,500.6570302,77.39032621
ema,ema04,ema04_l05,dry,23.235,0.5455,0.2785,0.222,510.5407883,83.42908438
ema,ema05,ema05_l01,dry,11.102,0.2714,0.1448,0.221666667,533.5298452,76.67127072
ema,ema05,ema05_l02,dry,11.871,0.2807,0.1433,0.207333333,510.5094407,82.84019539
ema,ema05,ema05_l03,dry,20.841,0.4494,0.228,0.194,507.3431242,91.40789474
ema,ema05,ema05_l04,dry,22.676,0.5091,0.2546,0.203,500.0982125,89.06520031
ema,ema05,ema05_l05,dry,24.368,0.5489,0.2801,0.203,510.2933139,86.99750089
kma,kma01,kma01_l01,dry,32.462,0.6449,0.2698,0.1565,418.3594356,120.3187546
kma,kma01,kma01_l02,dry,39.434,0.8168,0.3328,0.158666667,407.4436827,118.4915865
kma,kma01,kma01_l03,dry,44.667,0.8363,0.3635,0.158333333,434.6526366,122.8803301
kma,kma01,kma01_l04,dry,64.16,1.1936,0.4683,0.155333333,392.3424933,137.0061926
kma,kma01,kma01_l05,dry,60.364,1.0784,0.4168,0.145,386.4985163,144.8272553
ppi,ppi01,ppi01_l01,wet,471.071,7.3671,3.9967,0.148333333,542.5065494,117.8649886
ppi,ppi01,ppi01_l02,wet,569.355,10.4961,5.5542,0.179,529.1679767,102.5089122
ppi,ppi01,ppi01_l03,wet,363.705,5.7842,3.3198,0.163666667,573.9428097,109.5562986
ppi,ppi01,ppi01_l04,wet,479.808,10.114,5.4715,0.196,540.9827961,87.69222334
ppi,ppi01,ppi01_l05,wet,275.112,5.6456,3.0637,0.185666667,542.6703982,89.79730391
bpa,bpa03,bpa03_l01,wet,0,1.9718,0.8856,0.342,449.1327721,0
bpa,bpa03,bpa03_l02,wet,91.958,3.3063,1.3964,0.324,422.3452197,65.8536236
bpa,bpa03,bpa03_l03,wet,137.442,4.771,1.949,0.319333333,408.5097464,70.51924064
bpa,bpa03,bpa03_l04,wet,100.38,3.4089,1.4257,0.300333333,418.2287541,70.40751911
bpa,bpa03,bpa03_l05,wet,128.618,4.8332,2.1416,0.348333333,443.1018787,60.05696675
csq,csq01,csq01_l01,0,55.032,1.8797,0.809,0.320333333,430.3878278,68.02472188
csq,csq01,csq01_l02,0,61.462,2.314,1.0066,0.377,435.0043215,61.05901053
csq,csq01,csq01_l03,0,71.487,2.8372,1.166,0.379666667,410.9685606,61.30960549
csq,csq01,csq01_l04,0,127.881,4.8934,2.019,0.360333333,412.5965586,63.33878158
csq,csq01,csq01_l05,0,137.87,4.9394,2.0215,0.333666667,409.260234,68.20183032
gne,gne02,gne02_l01,dry,34.514,0.525,0.1953,0.342,372,176.7229903
gne,gne02,gne02_l02,dry,49.84,0.8628,0.3597,0.259333333,416.8984701,138.559911
gne,gne02,gne02_l03,dry,58.41,0.9246,0.4199,0.271,454.1423318,139.1045487
gne,gne02,gne02_l04,dry,71.507,1.2436,0.4804,0.256,386.297845,148.8488759
gne,gne02,gne02_l05,dry,73.263,1.2595,0.4608,0.234,365.859468,158.9908854
bpa,bpa04,bpa04_l01,wet,131.425,4.0385,1.5232,0.246666667,377.1697412,86.28216912
bpa,bpa04,bpa04_l02,wet,163.973,5.2481,1.8529,0.250666667,353.0611078,88.49533164
bpa,bpa04,bpa04_l03,wet,142.864,4.4076,1.6131,0.251,365.9814865,88.56487509
bpa,bpa04,bpa04_l04,wet,176.263,5.3797,2.0076,0.250333333,373.1806606,87.7978681
bpa,bpa04,bpa04_l05,wet,122.75,3.7279,1.3821,0.247333333,370.7449234,88.81412344
csq,csq02,csq02_l01,semi-dry,53.766,1.7406,0.6369,0.283,365.9083075,84.41827602
csq,csq02,csq02_l02,semi-dry,132.915,4.0007,1.3509,0.283333333,337.6659085,98.38996225
csq,csq02,csq02_l03,semi-dry,179.848,6.8903,2.5042,0.331,363.438457,71.81854484
csq,csq02,csq02_l04,semi-dry,129.135,4.3969,1.8089,0.299333333,411.4034888,71.38868926
csq,csq02,csq02_l05,semi-dry,244.636,9.9268,3.5703,0.344333333,359.6627312,68.51973224
ppo,ppo05,ppo05_l01,wet,135.839,2.6437,0.8781,0.199333333,332.1481257,154.6965038
ppo,ppo05,ppo05_l02,wet,165.591,3.1105,0.9773,0.186,314.1938595,169.437225
ppo,ppo05,ppo05_l03,wet,266.73,5.6251,1.7208,0.197,305.9145615,155.0034868
ppo,ppo05,ppo05_l04,wet,267.883,5.7249,1.7081,0.189666667,298.3632902,156.8309818
ppo,ppo05,ppo05_l05,wet,289.394,6.0793,1.949,0.198333333,320.5961213,148.4833248
hcr,hcr01,hcr01_l01,wet,61.387,3.099,0.8441,0.571333333,272.3781865,72.72479564
hcr,hcr01,hcr01_l02,wet,121.061,6.7424,2.1846,0.602333333,324.0092549,55.41563673
hcr,hcr01,hcr01_l03,wet,124.727,6.3053,2.1547,0.543,341.7283872,57.88601661
hcr,hcr01,hcr01_l04,wet,134.712,7.1964,2.3385,0.575333333,324.9541437,57.60615779
hcr,hcr01,hcr01_l05,wet,118.252,6.6862,2.1853,0.603666667,326.8373665,54.11247884
kma,kma02,kma02_l01,dry,19.225,0.4321,0.1913,0.202,442.7215922,100.4966022
kma,kma02,kma02_l02,dry,33.259,0.7821,0.4231,0.218,540.9794144,78.60789411
kma,kma02,kma02_l03,dry,48.651,1.0116,0.5182,0.19,512.2578094,93.88460054
kma,kma02,kma02_l04,dry,61.041,1.3979,0.6369,0.214666667,455.6119894,95.84079133
kma,kma02,kma02_l05,dry,69.204,1.4446,0.7017,0.191666667,485.7399972,98.62334331
asy,asy06,asy06_l01,wet,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
asy,asy06,asy06_l02,wet,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
asy,asy06,asy06_l03,wet,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
asy,asy06,asy06_l04,wet,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
asy,asy06,asy06_l05,wet,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
aan,aan01,aan01_l01,dry,17.107,0.3993,0.1475,0.233666667,369.3964438,115.979661
aan,aan01,aan01_l02,dry,47.408,1.1056,0.3929,0.217666667,355.3726483,120.661746
aan,aan01,aan01_l03,dry,58.707,1.3062,0.4593,0.228666667,351.6306844,127.8184193
