Leaf,UE1.1,UE1.2,UE1.3,UE1.4,UE1.5,UE2.1,UE2.2,UE2.3,UE2.5,UE2.5,UE3.1,UE3.2,UE3.3,UE3.4,UE3.5,LE1.1,LE1.2,LE1.3,LE1.4,LE1.5,LE2.1,LE2.2,LE2.3,LE2.4,LE2.5,LE3.1,LE3.2,LE3.3,LE3.4,LE3.5,PM1.1,PM1.2,PM1.3,PM1.4,PM1.5,PM2.1,PM2.2,PM2.3,PM2.4,PM2.5,PM3.1,PM3.2,PM3.3,PM3.4,PM3.5,SM1.1,SM1.2,SM1.3,SM1.4,SM1.5,SM2.1,SM2.2,SM2.3,SM2.4,SM2.5,SM3.1,SM3.2,SM3.3,SM3.4,SM3.5,UC1.1,UC1.2,UC1.3,UC1.4,UC1.5,UC2.1,UC2.2,UC2.3,UC2.4,UC2.5,UC3.1,UC3.2,UC3.3,UC3.4,UC3.5,LC1.1,LC1.2,LC1.3,LC1.5,LC1.5,LC2.1,LC2.2,LC2.3,LC2.4,LC2.5,LC3.1,LC3.2,LC3.3,LC3.4,LC3.5,Data collected by
GAX03-01-01,55.6177478,59.13381232,50.50347214,54.33917889,50.18382991,53.06060997,57.8552434,52.74096774,54.65882111,53.3802522,56.89631672,54.01953666,54.65882111,50.82311437,54.97846334,20.45710264,17.26068035,21.73567155,17.89996481,16.30175367,16.94103812,20.45710264,18.8588915,15.34282698,19.49817595,15.66246921,16.62139589,16.62139589,17.89996481,19.81781818,67.12486804,74.15699707,69.36236364,63.28916129,69.36236364,66.48558358,63.60880352,70.64093255,60.41238123,64.24808798,70.64093255,70.64093255,63.60880352,73.83735484,73.19807038,253.7959296,239.0923871,249.6405806,251.558434,241.9691672,249.0012962,223.1102757,249.9602229,253.1566452,251.8780762,223.1102757,227.5852669,227.5852669,250.2798651,246.4441584,7.991055718,7.032129032,6.712486804,8.949982405,60.73202346,5.753560117,6.073202346,6.712486804,5.433917889,7.351771261,7.351771261,5.753560117,6.712486804,7.351771261,6.073202346,7.032129032,7.351771261,7.351771261,8.630340176,6.712486804,7.351771261,6.073202346,5.753560117,5.433917889,6.712486804,9.269624633,6.712486804,7.032129032,6.712486804,7.351771261,Huang Jie
GAX03-01-02,48.26597654,49.54454545,49.22490323,59.13381232,54.65882111,58.49452786,46.34812317,46.6677654,66.80522581,60.41238123,58.49452786,49.54454545,66.48558358,47.94633431,52.10168328,16.30175367,14.70354252,13.42497361,15.34282698,16.30175367,18.53924927,17.26068035,16.62139589,19.17853372,22.37495601,17.26068035,15.66246921,14.06425806,16.30175367,15.66246921,80.23019941,79.59091496,79.59091496,84.70519062,88.22125513,80.23019941,85.6641173,88.22125513,80.23019941,85.6641173,88.22125513,80.23019941,82.46769501,88.22125513,83.74626393,224.0692023,227.2656246,218.6352845,224.3888446,227.5852669,224.3888446,223.1102757,237.494176,235.2566804,226.3066979,230.4620469,231.1013314,223.4299179,229.8227625,227.9049091,7.032129032,9.269624633,6.712486804,6.073202346,6.392844575,7.032129032,7.032129032,8.949982405,8.949982405,7.991055718,9.269624633,7.032129032,8.310697947,8.630340176,8.630340176,6.073202346,7.032129032,5.753560117,8.310697947,8.630340176,7.67141349,5.753560117,7.351771261,5.433917889,7.032129032,7.032129032,6.712486804,6.073202346,8.949982405,9.589266862,Huang Jie
GAX03-01-03,61.37130792,64.56773021,64.24808798,55.6177478,64.56773021,61.69095015,62.3302346,72.87842815,60.41238123,49.22490323,63.60880352,67.44451026,60.41238123,64.24808798,64.56773021,9.908909091,8.630340176,11.50712023,9.908909091,10.54819355,14.06425806,8.949982405,8.310697947,13.42497361,8.949982405,10.54819355,13.10533138,9.269624633,9.908909091,10.86783578,79.59091496,74.4766393,93.65517302,76.7141349,79.91055718,62.64987683,73.19807038,72.55878592,78.9516305,86.94268622,84.70519062,64.88737243,72.87842815,82.14805279,77.99270381,246.1245161,251.2387918,236.8548915,256.9923519,250.9191496,254.4352141,225.6674135,226.6263402,228.8638358,236.8548915,246.7638006,223.1102757,253.1566452,247.0834428,230.4620469,11.50712023,8.630340176,9.908909091,8.949982405,9.908909091,8.949982405,9.589266862,7.67141349,8.310697947,6.073202346,5.753560117,7.351771261,7.67141349,8.949982405,9.269624633,5.753560117,11.50712023,8.630340176,9.908909091,8.949982405,7.67141349,8.949982405,5.753560117,8.310697947,6.073202346,7.351771261,10.22855132,9.269624633,8.630340176,8.630340176,Huang Jie
GAX03-01-04,52.74096774,52.74096774,54.01953666,54.97846334,55.93739003,57.21595894,53.69989443,55.6177478,48.58561877,50.82311437,47.62669208,49.86418768,55.29810557,55.29810557,53.3802522,18.53924927,15.34282698,16.62139589,19.81781818,15.98211144,13.42497361,10.22855132,16.62139589,13.42497361,16.30175367,15.66246921,13.74461584,12.46604692,13.42497361,14.06425806,60.73202346,62.96951906,52.42132551,70.32129032,63.92844575,66.80522581,81.82841056,78.9516305,66.80522581,64.88737243,81.1891261,64.24808798,63.28916129,73.83735484,63.28916129,191.1460528,200.7353196,189.5478416,183.7942815,192.7442639,193.7031906,191.1460528,202.9728152,214.4799355,189.5478416,199.1371085,215.1192199,191.1460528,192.4246217,211.9227977,4.155348974,5.11427566,7.032129032,9.908909091,8.949982405,11.50712023,8.949982405,10.22855132,6.073202346,9.908909091,10.86783578,7.67141349,10.22855132,9.269624633,10.22855132,6.073202346,7.67141349,9.269624633,9.908909091,7.991055718,7.351771261,7.351771261,8.949982405,6.073202346,6.712486804,5.753560117,8.949982405,7.351771261,7.032129032,7.351771261,Huang Jie
GAX03-01-05,51.78204106,52.74096774,46.02848094,46.98740762,50.18382991,52.42132551,48.26597654,50.18382991,54.65882111,45.06955425,52.10168328,49.86418768,49.54454545,51.46239883,47.62669208,15.98211144,14.38390029,12.78568915,14.38390029,13.42497361,17.89996481,17.26068035,21.41602933,20.45710264,17.26068035,13.74461584,12.46604692,16.30175367,10.22855132,13.10533138,58.17488563,83.74626393,98.13016422,85.34447507,91.09803519,74.4766393,64.88737243,78.9516305,64.24808798,69.04272141,63.28916129,72.87842815,88.22125513,63.60880352,67.44451026,217.3567155,208.7263754,234.6173959,227.5852669,200.4156774,236.5352493,233.6584692,236.215607,231.7406158,233.6584692,224.3888446,233.9781114,240.370956,220.2334956,238.1334604,16.30175367,13.10533138,15.98211144,14.38390029,12.78568915,7.351771261,8.310697947,7.351771261,9.589266862,7.67141349,9.269624633,7.351771261,7.67141349,9.908909091,9.269624633,6.712486804,7.351771261,6.073202346,7.351771261,6.712486804,7.351771261,7.351771261,8.949982405,6.073202346,7.351771261,6.073202346,7.991055718,7.991055718,8.630340176,8.630340176,Huang Jie
GAX03-02-01,48.26597654,57.21595894,39.31599413,46.98740762,41.87313196,49.54454545,44.43026979,52.74096774,61.05166569,46.98740762,52.74096774,46.34812317,52.74096774,52.10168328,50.50347214,12.78568915,8.949982405,73.51771261,7.032129032,11.50712023,7.67141349,7.991055718,11.18747801,9.589266862,11.50712023,10.86783578,9.269624633,9.269624633,9.908909091,10.22855132,86.30340176,68.72307918,96.53195308,87.26232845,84.06590616,87.26232845,77.35341935,71.91950147,82.46769501,87.9016129,72.87842815,78.9516305,87.26232845,88.22125513,82.14805279,226.3066979,235.8959648,216.0781466,225.028129,210.0049443,243.8870205,253.4762874,238.1334604,238.7727449,238.1334604,224.7084868,237.494176,223.1102757,230.4620469,227.9049091,9.589266862,8.949982405,10.22855132,9.589266862,10.22855132,10.22855132,11.50712023,9.589266862,8.949982405,8.949982405,6.712486804,7.351771261,7.351771261,8.310697947,7.351771261,9.908909091,9.269624633,8.630340176,7.351771261,7.67141349,6.073202346,8.949982405,8.949982405,8.630340176,8.310697947,8.310697947,8.310697947,8.630340176,6.073202346,9.269624633,Huang Jie
GAX03-02-02,54.33917889,61.05166569,47.62669208,54.01953666,64.88737243,57.21595894,54.01953666,56.57667449,57.8552434,54.01953666,56.25703226,54.01953666,55.29810557,56.25703226,57.53560117,15.98211144,13.42497361,15.98211144,14.06425806,12.78568915,14.70354252,11.50712023,10.22855132,13.42497361,14.06425806,12.46604692,13.42497361,13.42497361,14.70354252,13.10533138,77.99270381,70.00164809,65.52665689,70.96057478,71.59985924,84.70519062,68.72307918,88.54089736,75.11592375,79.27127273,75.43556598,85.34447507,78.63198827,75.11592375,70.00164809,236.5352493,262.1066276,266.901261,251.8780762,257.9512786,275.5316012,240.6905982,254.7548563,259.5494897,262.4262698,224.7084868,231.1013314,251.2387918,223.1102757,224.3888446,7.67141349,9.589266862,6.392844575,8.630340176,9.589266862,8.949982405,10.22855132,8.310697947,10.22855132,8.949982405,9.908909091,10.22855132,9.269624633,7.032129032,7.351771261,8.310697947,5.11427566,6.073202346,8.310697947,8.630340176,7.351771261,6.073202346,7.032129032,6.073202346,5.753560117,6.712486804,8.949982405,5.753560117,5.753560117,6.712486804,Huang Jie
GAX03-02-03,59.13381232,45.06955425,48.26597654,41.87313196,41.23384751,59.13381232,#VALUE!,64.88737243,54.01953666,52.10168328,55.29810557,54.01953666,54.65882111,50.82311437,51.78204106,15.34282698,16.62139589,13.42497361,11.82676246,18.8588915,10.22855132,11.50712023,9.908909091,13.10533138,13.10533138,12.46604692,13.10533138,13.42497361,16.30175367,10.54819355,65.52665689,69.68200587,63.28916129,71.28021701,64.88737243,66.16594135,85.02483284,81.82841056,81.82841056,79.27127273,81.82841056,78.9516305,83.4266217,84.70519062,82.78733724,225.6674135,246.7638006,252.8370029,223.1102757,230.4620469,217.996,211.9227977,215.7585044,223.1102757,208.7263754,223.1102757,224.0692023,223.1102757,213.840651,227.9049091,7.991055718,10.22855132,8.310697947,7.032129032,10.86783578,7.991055718,9.589266862,12.78568915,11.18747801,11.50712023,9.908909091,9.269624633,9.908909091,7.67141349,9.908909091,8.310697947,7.032129032,7.032129032,6.392844575,7.67141349,5.11427566,7.991055718,7.032129032,6.073202346,8.310697947,6.712486804,6.073202346,6.712486804,9.269624633,6.712486804,Huang Jie
GAX03-02-04,50.18382991,48.905261,50.82311437,48.58561877,46.02848094,45.70883871,45.06955425,43.47134311,48.26597654,48.58561877,46.02848094,49.86418768,48.58561877,47.62669208,48.905261,14.06425806,17.26068035,13.42497361,16.94103812,16.30175367,13.42497361,17.89996481,14.70354252,12.46604692,12.46604692,12.14640469,13.74461584,12.46604692,13.42497361,11.82676246,58.49452786,53.69989443,53.69989443,57.21595894,64.24808798,76.07485044,68.72307918,63.28916129,64.24808798,67.12486804,56.57667449,60.41238123,62.64987683,64.88737243,63.60880352,197.5388974,206.4888798,193.0639062,193.7031906,189.8674839,228.8638358,257.9512786,249.0012962,225.6674135,228.8638358,245.8048739,251.2387918,256.0334252,246.7638006,230.4620469,11.82676246,13.42497361,12.78568915,12.78568915,8.949982405,9.589266862,9.908909091,7.351771261,10.22855132,8.310697947,8.949982405,9.908909091,10.22855132,10.54819355,9.269624633,8.630340176,10.22855132,8.630340176,9.908909091,8.630340176,6.073202346,5.753560117,7.032129032,7.032129032,8.310697947,6.712486804,6.073202346,5.433917889,7.351771261,7.67141349,Huang Jie
GAX03-02-05,68.08379472,53.3802522,64.88737243,58.49452786,49.22490323,60.092739,56.89631672,60.41238123,53.69989443,64.24808798,59.45345455,57.21595894,56.57667449,63.28916129,54.01953666,18.53924927,23.01424047,18.21960704,21.41602933,16.94103812,15.98211144,15.66246921,15.66246921,12.14640469,16.94103812,18.53924927,17.26068035,12.46604692,15.02318475,17.89996481,70.96057478,73.83735484,62.64987683,70.64093255,73.83735484,68.40343695,70.64093255,81.82841056,74.79628152,73.83735484,81.82841056,88.22125513,71.59985924,72.55878592,78.31234604,210.3245865,211.9227977,221.5120645,218.6352845,220.2334956,215.4388622,225.028129,215.4388622,244.8459472,222.151349,219.9138534,222.7906334,224.3888446,227.9049091,223.4299179,9.908909091,9.269624633,9.269624633,8.630340176,8.630340176,8.310697947,6.712486804,8.310697947,6.073202346,8.949982405,9.908909091,10.22855132,9.269624633,8.949982405,9.589266862,8.310697947,7.351771261,5.11427566,6.073202346,7.032129032,7.351771261,8.310697947,6.073202346,8.630340176,8.949982405,8.949982405,5.433917889,5.433917889,6.712486804,7.351771261,Huang Jie
GAX04-01-01,39.31599413,45.70883871,48.26597654,43.79098534,48.58561877,42.19277419,40.27492082,43.15170088,43.47134311,40.27492082,32.93313586,39.80264217,37.10883221,40.71027576,41.63536385,14.70354252,16.30175367,12.46604692,13.10533138,13.74461584,8.310697947,8.949982405,10.22855132,9.908909091,13.10533138,11.17611135,11.17611135,6.293508066,9.87400623,9.87400623,103.5640821,90.1391085,102.2855132,82.46769501,100.3676598,107.7194311,106.4408622,101.3265865,119.8658358,103.8837243,121.5437745,127.6092106,108.9614129,104.2830272,98.8145348,151.1907742,158.8621877,141.9211496,155.6657654,166.8532434,167.8121701,172.9264457,157.5836188,178.3603636,185.3924927,175.9441903,156.8059215,177.8129846,173.5680521,172.4975099,9.908909091,12.14640469,11.50712023,12.14640469,9.908909091,7.032129032,8.310697947,10.22855132,8.949982405,8.949982405,9.87400623,8.428774277,9.87400623,7.196487129,9.399244043,7.67141349,7.351771261,6.392844575,6.073202346,7.032129032,7.991055718,7.032129032,7.991055718,6.073202346,7.67141349,8.727246094,9.368407773,8.21466584,8.362447207,8.875027461,Huang Jie
GAX04-01-02,39.22431666,31.22375926,33.71044258,28.19831395,44.50022783,42.25267105,55.55357592,37.10883221,55.88172037,45.81571473,38.43944633,37.80992098,34.89385715,43.87652064,39.36220715,12.34207143,13.63254021,12.35254412,11.19065676,13.45974074,7.357068457,11.050439,10.277205,11.48971039,9.096117695,8.72782791,8.72782791,8.900045566,11.42396514,7.612485859,80.23364605,67.89332008,79.41503037,99.97933125,86.0937009,77.76616268,86.53471773,71.62858141,80.309864,82.70171125,82.15771291,7.035905801,78.53416033,76.94172883,73.00399539,193.8076995,208.6748541,196.2763465,213.2950582,219.579839,170.9062421,184.0721655,193.0152655,179.5101431,184.3624919,172.6516913,174.3383771,175.5596097,181.9607538,181.9549356,7.805648906,7.723030977,7.99764832,6.844488203,8.939027266,7.405359219,8.72782791,7.028924004,8.727246094,7.030087637,8.521283086,7.997066504,7.99764832,8.519537637,7.415250098,7.938884863,7.362304805,7.483904434,7.233141563,7.292486836,7.997066504,7.357068457,7.938884863,7.997939229,7.357068457,8.579464727,7.997066504,7.938884863,7.373650225,8.001139219,Huang Jie
GAX04-01-03,53.17161955,50.88799016,41.37878281,50.73846334,43.77586641,54.22121635,51.06253508,38.92177213,54.67619678,45.94836887,53.49627311,52.34893115,51.76653293,50.02108371,46.46618547,11.03938449,11.70905518,9.078081387,7.405359219,11.17611135,9.358516895,10.39938645,10.4581499,8.784264102,10.98178467,9.88215166,10.46396807,10.44767721,9.29451709,9.876333496,110.0878095,117.8922948,111.6691865,92.16262783,90.76452301,103.4917569,91.33761217,98.25482742,99.99504029,98.18384582,97.02603117,98.25366379,97.67184738,104.0718279,98.31940904,177.9758932,186.5669943,178.8381451,205.3480279,218.461006,211.7020448,206.4069337,211.7020448,206.4633699,210.5442302,210.6664116,212.9360774,207.0655499,191.3320706,200.6015696,6.337726113,7.532777012,7.415831914,6.828197344,6.39823502,9.753570234,8.648119063,7.491468047,9.701206758,9.171753828,8.008121016,8.136702441,8.654519043,8.019757344,8.07212082,4.56551334,5.098457168,4.598095059,4.59460416,4.593440527,5.744855195,5.61627377,5.611037422,5.236929473,5.222384063,5.627910098,5.196784141,5.232856758,5.273583906,5.273583906,Huang Jie
GAX04-01-04,64.44373061,56.88069914,55.01830482,49.3752675,61.53464857,69.6742601,66.77157805,60.95341398,52.8719841,58.10425904,58.10949539,57.52069719,56.28724641,59.25392826,58.10833176,9.753570234,13.82628508,11.38265617,13.69770365,11.49901945,11.54498295,10.9049849,10.39938645,10.33538664,10.39356828,9.754152051,9.753570234,9.299753438,10.33538664,9.584843477,88.29878508,86.55333586,80.21328248,99.86529523,98.70748059,81.37516984,83.12643723,91.20786711,86.55275404,104.0729915,102.908195,96.50879639,102.9023769,101.7404895,85.45370285,179.0621445,179.0621445,191.280289,172.7261638,189.4650218,186.6257577,180.8075937,174.471613,214.0368741,208.2169646,212.8720776,191.8621054,194.2475527,223.7997534,211.0620468,8.72782791,10.33538664,9.236917266,9.752988418,9.171753828,9.817570039,9.817570039,9.236335449,9.235753633,10.46338625,7.426304609,8.008121016,8.008121016,7.426304609,6.844488203,7.354159375,7.373941133,7.426304609,6.966669648,7.426304609,5.680855391,6.262671797,5.680855391,6.320853438,6.844488203,5.739037031,5.680855391,5.157802441,6.320853438,5.739037031,Huang Jie
GAX04-01-05,51.12071672,56.88069914,56.29888273,52.17380441,59.13756498,53.45380051,51.06253508,40.58983977,39.49020676,44.20931963,49.96290207,46.46618547,40.07144135,41.81747238,42.328889,11.49843764,12.08083586,10.39938645,9.235753633,10.91720305,7.489722598,13.89028488,9.206662813,9.235171816,10.39938645,8.654519043,9.817570039,9.688988613,9.229935469,9.817570039,81.30477006,81.37691529,76.14464035,94.11694914,89.5264177,98.77148039,90.62546889,109.192394,95.86181654,97.02603117,96.44363295,96.44363295,90.04365248,96.96144955,102.8436134,181.9712265,176.6650609,173.8257968,178.480328,181.4493372,158.6985702,161.0909993,133.7270101,142.4722925,153.5262224,165.6803671,173.8257968,159.3385683,159.862203,165.6803671,8.07212082,7.490304414,8.590519238,8.07212082,7.490304414,8.066302656,7.48448625,9.765206563,9.229935469,8.008121016,7.878957773,8.008702832,7.362304805,8.002302852,8.07212082,8.008121016,7.490304414,7.426304609,6.792124727,8.008121016,6.262671797,5.680855391,5.739037031,5.232274941,5.680855391,5.67445541,5.234602207,5.739037031,6.326671602,6.902669844,Huang Jie
GAX04-02-01,52.10168328,54.01953666,50.82311437,42.51241642,44.43026979,43.47134311,47.94633431,47.30704985,39.95527859,37.39814076,46.02848094,50.18382991,42.83205865,44.11062757,40.91420528,20.13746041,10.22855132,12.14640469,13.10533138,11.82676246,14.70354252,13.10533138,15.98211144,11.82676246,10.54819355,11.82676246,12.14640469,9.908909091,8.949982405,7.032129032,80.86948387,87.58197067,84.70519062,93.65517302,86.62304399,85.6641173,86.94268622,85.34447507,74.79628152,87.58197067,84.06590616,83.10697947,93.33553079,98.76944868,90.77839296,154.7068387,159.5014721,151.5104164,165.2550323,158.2229032,163.0175367,153.747912,173.5657302,147.3550674,153.747912,165.8943167,142.8800762,138.405085,153.747912,159.1818299,9.589266862,14.06425806,11.50712023,12.14640469,10.86783578,8.949982405,13.10533138,10.22855132,10.86783578,10.22855132,13.10533138,13.10533138,11.50712023,9.908909091,9.589266862,7.67141349,8.949982405,10.22855132,8.949982405,7.67141349,10.22855132,10.22855132,11.82676246,8.630340176,9.269624633,5.433917889,7.032129032,7.032129032,5.753560117,8.949982405,Huang Jie
GAX04-02-02,48.26597654,31.32493842,40.27492082,50.18382991,42.19277419,43.15170088,40.91420528,45.70883871,43.15170088,42.83205865,46.98740762,46.02848094,49.22490323,50.82311437,45.70883871,14.38390029,10.54819355,9.908909091,8.630340176,12.78568915,11.50712023,11.50712023,12.78568915,11.82676246,14.38390029,12.78568915,10.22855132,12.78568915,14.38390029,12.78568915,78.63198827,72.87842815,69.36236364,76.7141349,72.87842815,83.74626393,74.15699707,86.94268622,82.78733724,74.15699707,77.03377713,88.22125513,62.64987683,67.12486804,62.64987683,183.1549971,202.0138886,187.310346,190.5067683,171.3282346,181.8764282,190.1871261,188.9085572,180.278217,178.0407214,182.5157126,182.8353548,185.3924927,187.9496305,189.2281994,14.06425806,11.82676246,15.34282698,10.22855132,11.18747801,10.22855132,13.42497361,11.50712023,9.908909091,8.630340176,14.06425806,15.66246921,14.38390029,16.30175367,11.50712023,5.753560117,9.589266862,7.67141349,6.073202346,6.073202346,7.032129032,7.351771261,8.630340176,6.712486804,8.630340176,8.630340176,11.50712023,6.073202346,8.949982405,7.351771261,Huang Jie
GAX04-02-03,29.08744282,30.0463695,35.48028739,39.31599413,31.32493842,35.16064516,37.07849853,42.19277419,37.07849853,35.48028739,38.67670968,34.84100293,41.87313196,40.59456305,38.99635191,7.351771261,9.908909091,9.908909091,11.18747801,11.18747801,12.14640469,12.14640469,11.18747801,11.18747801,11.50712023,9.269624633,10.22855132,12.14640469,12.14640469,12.46604692,76.39449267,78.31234604,87.26232845,80.54984164,94.61409971,88.22125513,81.82841056,95.57302639,81.50876833,84.38554839,85.34447507,88.54089736,69.68200587,72.87842815,82.78733724,176.7621525,186.9907038,164.93539,163.9764633,164.2961056,160.7800411,165.5746745,163.0175367,173.8853724,155.6657654,164.2961056,167.1728856,159.5014721,176.4425103,168.1318123,7.67141349,8.310697947,11.18747801,14.06425806,6.712486804,9.908909091,11.50712023,10.54819355,9.269624633,10.22855132,10.22855132,9.908909091,9.269624633,8.949982405,9.908909091,6.073202346,7.351771261,7.67141349,6.073202346,8.949982405,6.712486804,7.032129032,7.032129032,7.351771261,7.351771261,6.073202346,6.073202346,7.351771261,8.949982405,8.630340176,Huang Jie
GAX04-02-04,61.05166569,55.6177478,53.3802522,45.70883871,46.98740762,48.58561877,52.74096774,51.46239883,48.26597654,45.70883871,45.38919648,56.25703226,49.22490323,49.86418768,50.18382991,12.78568915,12.78568915,11.50712023,9.908909091,9.908909091,11.82676246,10.86783578,12.14640469,12.14640469,11.50712023,10.22855132,10.54819355,10.22855132,9.269624633,12.14640469,74.4766393,74.15699707,85.02483284,64.56773021,75.75520821,86.62304399,74.4766393,69.36236364,64.56773021,70.00164809,7.383735484,80.86948387,68.08379472,7.415699707,75.43556598,170.3693079,160.7800411,161.4193255,155.6657654,174.5246569,163.0175367,161.7389677,161.7389677,156.9443343,151.1907742,161.4193255,159.1818299,165.5746745,167.8121701,163.3371789,10.86783578,9.908909091,7.351771261,11.50712023,9.908909091,7.67141349,7.351771261,7.67141349,9.589266862,8.310697947,8.630340176,8.310697947,8.949982405,9.908909091,7.991055718,7.032129032,8.630340176,8.630340176,11.50712023,9.908909091,8.310697947,6.712486804,7.351771261,9.908909091,7.032129032,7.351771261,6.712486804,7.351771261,6.712486804,6.712486804,Huang Jie
GAX04-02-05,49.22490323,39.63563636,41.87313196,46.34812317,48.905261,47.30704985,45.70883871,44.43026979,43.15170088,42.51241642,45.06955425,45.38919648,46.02848094,44.43026979,45.06955425,13.10533138,11.18747801,10.54819355,12.46604692,13.10533138,10.22855132,10.54819355,11.50712023,10.22855132,8.310697947,10.22855132,9.908909091,9.269624633,10.54819355,13.10533138,94.61409971,80.54984164,80.86948387,97.17123754,85.6641173,84.38554839,69.04272141,77.67306158,91.73731965,83.4266217,73.83735484,71.59985924,80.86948387,77.35341935,78.31234604,165.5746745,167.8121701,159.1818299,164.93539,160.7800411,161.7389677,161.4193255,170.6889501,149.9122053,183.1549971,170.3693079,166.5336012,163.3371789,160.7800411,166.5336012,12.14640469,12.14640469,10.22855132,10.22855132,11.18747801,7.032129032,8.949982405,8.949982405,8.630340176,9.908909091,9.908909091,9.269624633,10.54819355,9.269624633,7.351771261,9.269624633,9.908909091,7.351771261,7.351771261,9.908909091,7.67141349,6.712486804,6.073202346,9.908909091,7.032129032,7.351771261,7.351771261,6.712486804,6.073202346,7.67141349,Huang Jie
GAX05-01-01,51.70776947,45.88436906,52.2901677,38.90839035,39.42504332,54.61743332,53.45961867,56.36346436,51.09744406,49.35199484,38.97239016,51.64435148,45.5841518,46.16538639,53.44158236,12.72083391,12.66265227,11.56301926,12.14425385,10.39880463,9.858297188,8.887827422,10.96316654,12.47123467,13.0751601,12.49916186,12.47123467,11.49901945,10.68098559,11.88825463,124.3714023,127.2799025,108.7263591,92.90095285,95.92639816,114.3635783,122.4467536,102.6696503,103.2991757,114.4700507,109.8899919,115.7040833,117.4536052,116.2259726,110.4078085,265.8103888,239.0474159,237.2240033,240.6637019,243.1201308,248.5781505,251.0211976,225.607457,235.7781896,240.2180305,233.8180501,239.5710507,231.9434376,226.7710898,232.072019,10.17771439,8.728991543,9.875169863,7.408268301,6.902669844,10.98120285,10.45756809,10.39938645,10.98120285,11.52229211,12.08083586,11.56301926,12.14483566,10.91720305,10.33538664,5.680855391,6.904415293,6.844488203,6.262671797,5.662237266,7.426304609,7.426304609,6.84507002,6.06950875,6.536125508,8.525937617,7.944121211,6.779906582,7.361722988,8.066302656,Huang Jie
GAX05-01-02,60.96563213,56.88069914,56.82833566,46.40800383,54.83503266,52.22034973,51.69671496,60.4361792,57.46251555,54.60521518,54.61801514,52.34893115,57.521279,55.71764814,54.61219697,14.40810148,12.61087061,12.46948922,13.11530543,10.6850583,7.426304609,8.008121016,7.426304609,7.426304609,7.490304414,8.072702637,9.753570234,9.753570234,16.1535507,12.14541748,90.0442343,95.34516357,105.7532773,101.1627458,103.4260116,98.77148039,80.79975342,81.3169882,80.2173552,84.22025207,93.01731613,102.9023769,97.09003098,100.5809294,83.70825363,194.7717692,213.4533122,212.8720776,202.9811987,191.8743235,211.644445,210.5442302,197.1624529,225.0902222,227.416906,218.0438437,197.627906,233.8168864,238.9892343,232.6532536,9.74775207,9.15371752,8.589937422,9.817570039,8.543392109,9.235753633,8.589937422,9.171172012,8.654519043,9.171753828,9.753570234,10.39356828,10.97713014,9.817570039,9.236335449,6.262671797,6.843906387,6.256271816,5.668637246,6.838670039,7.426304609,6.326671602,5.750091543,5.680855391,6.326671602,7.938303047,7.425722793,6.26208998,6.843906387,8.07212082,Huang Jie
GAX05-01-03,58.51793051,46.45629459,47.51927316,56.22790113,51.75082389,61.90817471,54.54296082,56.35706438,52.8079843,51.12653488,52.2901677,52.4996216,55.19924973,58.69014816,55.84564775,24.81039701,17.88678178,15.49609816,20.23092008,18.97477846,14.40810148,18.48081633,12.59167066,10.95967564,14.40228332,11.53858297,11.56301926,10.98120285,12.1390175,12.01625424,75.78216873,80.78288074,71.95614404,86.02562838,80.46113627,73.68472059,88.88060148,81.37516984,90.38634234,93.53455092,93.59913254,99.99911301,91.24743063,94.97687379,90.56146908,240.7247926,245.9582312,231.4128211,233.1059068,242.247988,209.3165976,203.6211968,201.8175659,196.6393999,217.5266089,207.6351482,199.4839003,197.6802695,228.516539,233.6237234,10.47269531,11.48621949,10.46338625,10.90673035,9.801860996,10.99283918,11.49029221,11.62701906,11.77072771,10.60884035,9.235753633,10.98120285,11.04694811,11.29422008,10.07182381,5.687255371,5.163038789,5.099038984,5.668637246,6.127690391,7.16390541,5.481292363,5.314311055,6.000272598,5.417292559,7.490304414,6.26208998,6.594307148,5.999690781,5.417292559,Huang Jie
GAX05-01-04,58.02164111,64.76896598,52.22616789,58.68433,66.82975969,69.4898243,76.50187563,60.51472441,57.78076912,48.21745285,58.36258553,53.37700074,54.54761535,54.93626871,56.88069914,11.53858297,17.38118332,15.55893434,17.96299973,17.96299973,10.97538469,12.00985426,11.48621949,11.9051273,13.89028488,11.56301926,12.72665207,13.30265031,12.08083586,13.30905029,87.78096848,80.7991716,97.09003098,86.68133547,81.3169882,74.98100754,88.3563849,67.99921066,72.65432373,72.06610734,81.8348048,75.56282395,77.88427141,91.2677942,85.51944811,216.309449,215.7159962,244.2092911,212.3501883,244.2709636,250.690144,264.6537378,251.2655605,232.0714372,233.8168864,229.2851185,233.7406685,232.6532536,245.3775784,240.2168669,9.299171621,9.235753633,8.635319102,8.066302656,8.589937422,8.717937031,9.159535684,9.682588633,11.56301926,10.39938645,9.293935273,10.98120285,11.55720109,11.04520266,9.171753828,6.966669648,7.48448625,7.419904629,7.955757539,7.355323008,8.648119063,7.48448625,9.811751875,6.262671797,5.680855391,6.844488203,6.262671797,5.744855195,5.739037031,5.099038984,Huang Jie
