Leaf,UE1.1,UE1.2,UE1.3,UE1.4,UE1.5,UE2.1,UE2.2,UE2.3,UE2.5,UE2.5,UE3.1,UE3.2,UE3.3,UE3.4,UE3.5,LE1.1,LE1.2,LE1.3,LE1.4,LE1.5,LE2.1,LE2.2,LE2.3,LE2.4,LE2.5,LE3.1,LE3.2,LE3.3,LE3.4,LE3.5,PM1.1,PM1.2,PM1.3,PM1.4,PM1.5,PM2.1,PM2.2,PM2.3,PM2.4,PM2.5,PM3.1,PM3.2,PM3.3,PM3.4,PM3.5,SM1.1,SM1.2,SM1.3,SM1.4,SM1.5,SM2.1,SM2.2,SM2.3,SM2.4,SM2.5,SM3.1,SM3.2,SM3.3,SM3.4,SM3.5,UC1.1,UC1.2,UC1.3,UC1.4,UC1.5,UC2.1,UC2.2,UC2.3,UC2.4,UC2.5,UC3.1,UC3.2,UC3.3,UC3.4,UC3.5,LC1.1,LC1.2,LC1.3,LC1.5,LC1.5,LC2.1,LC2.2,LC2.3,LC2.4,LC2.5,LC3.1,LC3.2,LC3.3,LC3.4,LC3.5,Data collected by
MBA04-01-01,16.88867573,,,,,16.43922256,,,,,14.70977329,,,,,4.165223652,,,,,3.781806641,,,,,5.244493086,,,,,53.08580163,,,,,59.35167342,,,,,58.59036665,,,,,37.49544921,,,,,39.56787925,,,,,45.94982341,,,,,2.345301934,,,,,2.618173828,,,,,3.515043818,,,,,2.117811719,,,,,2.618173828,,,,,1.696285732,,,,,Hong Jhun
MBA04-01-02,13.83981231,,,,,15.04126319,,,,,15.00955419,,,,,6.563179971,,,,,7.55255877,,,,,6.109072266,,,,,55.19052248,,,,,52.48769437,,,,,60.51530623,,,,,74.97315302,,,,,48.49876108,,,,,53.56580017,,,,,2.759846123,,,,,4.450022783,,,,,4.324641348,,,,,2.215556875,,,,,1.566540674,,,,,1.7695946,,,,,Hong Jhun
MBA04-01-03,12.92592419,,,,,16.98569362,,,,,,,,,,3.503116582,,,,,9.439971191,,,,,,,,,,69.73302355,,,,,72.94145013,,,,,,,,,,56.48419126,,,,,44.94793556,,,,,,,,,,1.862685225,,,,,3.956642471,,,,,,,,,,1.234323506,,,,,2.097739053,,,,,,,,,,Hong Jhun
MBA04-01-04,13.01406938,,,,,10.36098656,,,,,13.29392307,,,,,6.266453604,,,,,7.450740898,,,,,2.117811719,,,,,58.68345728,,,,,58.1734952,,,,,61.66293909,,,,,51.14195302,,,,,51.95620508,,,,,49.32174039,,,,,2.865154893,,,,,3.392571465,,,,,3.679697861,,,,,1.862685225,,,,,3.146754033,,,,,2.485519688,,,,,Hong Jhun
MBA04-01-05,16.46147704,,,,,13.30250486,,,,,15.57507974,,,,,7.030087637,,,,,5.73758249,,,,,3.956642471,,,,,72.86668672,,,,,68.09811945,,,,,74.15890096,,,,,63.26642511,,,,,44.39579179,,,,,61.87879298,,,,,3.645079785,,,,,4.041296758,,,,,3.252353711,,,,,2.271993066,,,,,4.195478105,,,,,3.037081641,,,,,Hong Jhun
MBA04-02-01,11.55341929,,,,,12.51298,,,,,13.31341392,,,,,7.365213887,,,,,4.876494209,,,,,4.5995496,,,,,56.76899039,,,,,60.53276072,,,,,56.64942712,,,,,39.48002497,,,,,44.15666524,,,,,44.21513779,,,,,2.398829043,,,,,3.956642471,,,,,2.744427988,,,,,2.117811719,,,,,3.133081348,,,,,1.862685225,,,,,Hong Jhun
MBA04-02-02,15.53377078,,,,,16.0930418,,,,,18.96416031,,,,,6.791252002,,,,,6.225726455,,,,,5.488855977,,,,,71.6035633,,,,,65.15121936,,,,,67.38161255,,,,,44.11448355,,,,,54.11998029,,,,,50.83155396,,,,,5.14674793,,,,,3.503116582,,,,,4.295259619,,,,,1.645667705,,,,,2.057011904,,,,,2.909082031,,,,,Hong Jhun
MBA04-02-03,16.65944007,,,,,13.71763086,,,,,,,,,,4.841585225,,,,,7.405359219,,,,,,,,,,59.93348982,,,,,66.00998037,,,,,,,,,,49.75897542,,,,,45.37411607,,,,,,,,,,3.645079785,,,,,2.097739053,,,,,,,,,,3.645079785,,,,,2.682173633,,,,,,,,,,Hong Jhun
MBA04-02-04,13.96461193,,,,,12.38759856,,,,,17.38612876,,,,,5.818164063,,,,,3.316935332,,,,,4.876494209,,,,,62.25697364,,,,,52.5706032,,,,,56.62469992,,,,,47.12800163,,,,,46.26894971,,,,,49.78690261,,,,,3.503116582,,,,,3.037081641,,,,,2.398829043,,,,,2.036357422,,,,,3.490898438,,,,,2.117811719,,,,,Hong Jhun
MBA04-02-05,16.17216883,,,,,15.79209726,,,,,15.4528983,,,,,4.114023809,,,,,4.114023809,,,,,4.083187539,,,,,61.07763179,,,,,58.88505666,,,,,68.42539118,,,,,39.71711516,,,,,43.11928659,,,,,54.75328745,,,,,4.083187539,,,,,4.402313838,,,,,4.083187539,,,,,3.199990234,,,,,2.634173779,,,,,2.909082031,,,,,Hong Jhun
MBA05-01-01,10.54105874,,,,,12.03923599,,,,,11.96898166,,,,,7.036196709,,,,,3.826315596,,,,,5.595619287,,,,,75.64166007,,,,,64.47020325,,,,,64.37478536,,,,,41.85936316,,,,,44.73266349,,,,,44.55840947,,,,,3.503116582,,,,,4.690894775,,,,,3.679697861,,,,,2.618173828,,,,,1.7695946,,,,,3.405080518,,,,,Hong Jhun
MBA05-01-02,13.90061212,,,,,12.29625338,,,,,13.20679606,,,,,5.933363711,,,,,4.450022783,,,,,5.557801221,,,,,60.59006964,,,,,70.06000438,,,,,72.08065275,,,,,46.73120284,,,,,61.98177448,,,,,41.63943656,,,,,2.966681855,,,,,2.966681855,,,,,3.213081104,,,,,2.682173633,,,,,2.398829043,,,,,1.454541016,,,,,Hong Jhun
MBA05-01-03,12.94992412,,,,,13.09188732,,,,,17.01812988,,,,,5.268638467,,,,,4.072714844,,,,,6.690888672,,,,,75.1107526,,,,,68.96735316,,,,,74.18391906,,,,,51.80202373,,,,,48.59563352,,,,,36.94650543,,,,,2.327265625,,,,,2.909082031,,,,,4.363623047,,,,,2.327265625,,,,,2.634173779,,,,,1.745449219,,,,,Hong Jhun
MBA05-01-04,14.11006603,,,,,15.42671656,,,,,13.67035828,,,,,5.236347656,,,,,6.279835381,,,,,5.364056357,,,,,66.93157756,,,,,66.96270474,,,,,69.79673245,,,,,42.18168945,,,,,38.81209974,,,,,48.33090705,,,,,4.072714844,,,,,4.165223652,,,,,2.398829043,,,,,2.327265625,,,,,1.7695946,,,,,1.483340928,,,,,Hong Jhun
MBA05-01-05,14.30235635,,,,,13.22686873,,,,,14.56373737,,,,,6.293217158,,,,,5.308492891,,,,,7.569140537,,,,,55.42383086,,,,,65.82496275,,,,,71.13403746,,,,,46.3858948,,,,,50.16886508,,,,,46.07462303,,,,,5.364056357,,,,,4.083187539,,,,,3.490898438,,,,,3.092354199,,,,,2.923627441,,,,,2.923627441,,,,,Hong Jhun
MBA05-02-01,11.00433005,,,,,13.59821305,,,,,12.4353075,,,,,4.690894775,,,,,5.244493086,,,,,7.030087637,,,,,59.90178083,,,,,55.31997663,,,,,62.23602825,,,,,30.03539925,,,,,44.81586323,,,,,40.0874413,,,,,2.398829043,,,,,2.345301934,,,,,2.601882969,,,,,2.057011904,,,,,2.057011904,,,,,1.951412227,,,,,Hong Jhun
MBA05-02-02,14.75166407,,,,,15.81013357,,,,,14.94642711,,,,,5.080420859,,,,,4.735694639,,,,,4.65453125,,,,,57.96375038,,,,,73.81330201,,,,,65.13231032,,,,,37.92977516,,,,,48.16276211,,,,,32.84179068,,,,,1.951412227,,,,,3.213081104,,,,,3.037081641,,,,,1.300941484,,,,,2.057011904,,,,,2.327265625,,,,,Hong Jhun
MBA05-02-03,14.35791982,,,,,13.29334125,,,,,,,,,,4.051769453,,,,,4.43111375,,,,,,,,,,65.77667199,,,,,69.00109852,,,,,,,,,,47.65396366,,,,,47.1021108,,,,,,,,,,4.324641348,,,,,3.781806641,,,,,,,,,,1.839994385,,,,,2.215556875,,,,,,,,,,Hong Jhun
MBA05-02-04,14.31515631,,,,,,,,,,14.25450195,,,,,3.686097842,,,,,,,,,,4.072714844,,,,,63.61056951,,,,,,,,,,61.40635806,,,,,37.92599335,,,,,,,,,,41.01922027,,,,,4.083187539,,,,,,,,,,4.65453125,,,,,1.748067393,,,,,,,,,,2.327265625,,,,,Hong Jhun
MBA05-02-05,14.44810136,,,,,12.51210727,,,,,13.29610488,,,,,6.716197686,,,,,4.65453125,,,,,7.702085586,,,,,71.642545,,,,,55.96346558,,,,,65.2841644,,,,,33.29095295,,,,,46.00858687,,,,,40.45311291,,,,,2.923627441,,,,,2.327265625,,,,,2.345301934,,,,,1.745449219,,,,,2.909082031,,,,,1.7695946,,,,,Hong Jhun
MBE01-01-01,9.629,9.599,8.533,10.48,13.417,7.552,12.558,13.256,7.996,11.107,20.207,11.994,11.898,11.619,10.489,5.135,7.531,4.422,6.628,5.12,2.974,3.364,2.637,4.864,3.212,6.354,4.45,9.135,6.563,4.402,88.641,58.804,55.472,95.825,82.275,60.335,49.765,52.935,55.288,65.882,90.773,79.965,113.679,131.492,151.769,127.093,157.249,129.051,112.043,149.825,159.569,164.367,160.838,157.071,152.539,190.746,211.552,212.243,222.861,162.442,7.006,5.222,3.297,2.791,2.985,2.639,2.335,3.281,2.948,2.715,5.743,6.639,8.182,6.953,5.743,2.468,2.439,3.124,3.844,2.917,1.99,3.133,2.665,2.487,2.258,3.793,4.373,4.798,8.985,6.586,Amanda
MBE01-01-02,13.744,10.91,15.433,10.662,13.412,6.983,4.662,5.172,6.466,10.098,11.155,8.054,5.133,5.306,6.948,3.123,2.975,4.304,3.105,2.705,8.792,8.291,5.712,4.426,4.92,3.993,3.127,3.297,3.303,2.931,83.676,46.61,61.321,78.006,47.04,52.803,55.731,75.784,78.043,56.256,57.982,66.455,55.994,56.901,55.981,114.114,153.678,128.507,128.585,159.586,125.678,131.893,136.18,133.45,106.55,49.962,131.213,119.837,143.45,140.465,3.066,3.879,3.32,4.798,3.539,4.928,4.527,5.309,4.98,3.127,3.156,3.958,3.758,1.656,3.212,3.159,3.043,1.492,4.533,3.557,3.19,2.611,3.106,2.46,2.085,3.749,1.697,2.62,1.735,1.693,Amanda
MBE01-01-03,11.912,16.827,13.075,12.391,11.284,17.084,11.611,16.81,16.291,13.32,14.337,9.4,14.535,10.062,14.262,4.786,3.818,2.331,2.305,2.822,5.301,3.622,4.137,6.207,4.008,4.298,3.732,2.345,3.635,3.223,50.429,64.694,56.261,52.24,52.929,50.521,60.34,55.358,58.599,52.57,46.908,61.684,54.648,54.813,50.591,150.087,167.103,158.319,151.493,159.104,152.436,158.642,158.642,161.357,160.581,145.097,145.351,138.616,153.558,141.429,5.147,2.951,3.785,3.106,3.517,3.243,2.213,3.362,3.106,3.622,6.724,8.355,5.516,5.756,3.512,2.7,2.126,1.418,1.371,2.147,3.529,2.105,2.985,2.327,2.844,2.385,3.13,2.975,4.87,2.827,Amanda
MBE01-01-04,7.53,7.181,6.266,7.659,5.48,7.779,8.389,8.19,5.501,7.059,6.367,7.491,6.871,8.182,5.147,4.784,2.836,3.557,3.124,3.124,4.671,3.55,3.881,4.671,3.303,3.073,2.917,3.881,1.999,2.453,52.934,52.221,56.276,51.3,50.246,60.712,89.54,78.129,44.133,47.259,93.735,76.942,82.692,51.062,58.489,143.815,152.351,153.461,163.626,169.515,133.21,148.832,121.207,139.551,129.076,134.584,106.72,139.512,134.072,135.102,3.394,2.905,2.7,2.871,2.615,6.272,7.355,4.298,4.426,4.874,7.034,6.485,8.02,7.063,6.387,5.364,2.54,3.765,5.23,1.942,6.634,4.337,5.505,3.493,3.983,3.769,4.375,1.417,2.486,1.905,Amanda
MBE01-01-05,11.717,12.439,10.777,8.1,9.114,8.465,9.599,9.935,9.414,11.15,6.799,8.145,11.845,9.898,7.393,4.841,3.24,2.51,3.384,4.413,4.337,3.769,4.655,3.235,3.785,2.637,2.856,4.274,3.657,1.957,43.555,48.019,70.542,66.432,68.672,45.2,66.706,39.876,43.492,46.448,68.655,44.323,44.599,52.058,45.016,151.999,142.394,117.584,124.578,110.936,116.172,94.633,109.109,125.126,116.944,119.608,100.22,118.997,121.391,112.947,6.628,5.877,6.983,4.877,2.638,5.527,5.297,5.821,5.269,5.722,5.485,4.659,5.485,6.788,6.209,2.02,1.852,1.822,1.396,2.668,6.594,2.46,2.905,3.372,3.629,3.364,2.977,2.105,1.557,2.665,Amanda
MBE01-02-01,12.16,6.583,8.233,7.847,6.755,8.793,7.69,9.786,7.32,4.867,6.562,6.774,9.317,8.42,7.213,5.997,4.422,3.443,2.977,2.675,3.012,2.682,4.05,2.498,2.07,3.435,3.324,3.073,4.362,4.01,37.599,37.093,36.709,36.014,34.771,45.252,64.121,60.348,59.202,41.48,42.578,33.87,34.384,39.423,61.697,115.136,110.442,94.692,79.264,73.508,99.902,90.036,93.146,92.067,106.143,81.703,107.327,108.761,112.761,104.179,4.555,4.853,3.909,2.836,2.665,7.797,7.973,9.299,7.836,4.923,6.81,6.447,6.218,4.864,4.306,2.018,1.863,1.255,1.151,1.187,1.901,1.741,1.978,2.521,1.783,2.663,1.227,2.732,2.313,3.622,Amanda
MBE01-02-02,4.464,3.437,5.364,4.304,5.428,9.99,8.275,6.112,7.661,8.664,6.099,4.831,2.453,8.137,5.554,3.157,3.705,3.512,3.998,3.686,3.491,1.939,2.618,2.036,2.232,5.193,6.197,5.269,4.814,4.394,34.232,37.317,35.757,32.857,38.118,37.632,32.252,42.328,43.054,40.897,42.892,41.983,47.322,50.431,38.339,117.424,101.687,104.365,108.661,107.315,96.199,92.574,100.606,94.261,112.878,109.324,95.931,111.585,102.729,108.53,7.314,5.897,6.465,7.355,6.228,5.28,4.567,2.007,1.876,2.137,4.906,2.258,2.305,2.917,1.909,2.517,1.668,1.905,2.029,1.628,1.78,1.099,1.678,1.18,2.055,1.455,2.305,2.262,1.533,1.853,Amanda
MBE01-02-03,4.61,7.951,2.694,3.252,3.476,23.337,21.604,13.296,14.229,12.87,3.576,4.742,6.534,8.039,4.164,5.042,3.193,3.263,4.422,6.081,7.808,5.135,5.153,4.723,3.016,3.556,4.47,3.439,3.976,2.503,45.936,75.954,50.362,80.043,54.124,86.283,52.989,57.154,71.841,62.925,55.052,53.252,83.211,69.739,53.07,47.214,141.371,137.135,119.231,135.003,111.865,122.088,133.25,146.478,147.814,112.932,119.025,113.322,143.078,116.085,5.949,6.16,7.372,7.895,7.721,8.279,6.542,6.146,7.152,6.963,7.814,7.605,7.728,7.056,2.453,1.922,1.442,2.638,2.56,2.044,3.018,3.201,2.147,4.655,3.066,2.776,1.851,2.905,2.662,2.271,Amanda
MBE01-02-04,9.129,7.371,6.441,4.449,4.984,8.037,2.313,2.127,5.594,8.542,8.301,7.152,9.214,9.214,53.437,2.995,1.748,1.648,1.579,4.051,5.306,9.109,7.223,11.754,10.058,2.55,5.795,6.18,3.353,2.927,55.381,55.695,46.042,55.156,54.116,54.375,57.878,49.559,48.796,49.603,47.696,51.624,44.423,54.768,44.435,141.29,143.451,143.618,130.979,139.857,175.068,167.313,169.571,176.765,181.866,169.152,130.344,159.074,149.226,157.905,4.77,3.493,4.306,3.838,3.909,5.455,7.318,3.941,3.045,4.385,4.817,4.397,3.879,3.998,2.262,2.098,1.843,3.373,1.084,1.741,2.931,2.871,4.422,1.748,1.788,1.601,1.557,4.016,2.202,2.057,Amanda
MBE01-02-05,7.063,7.445,6.146,3.966,4.235,11.562,9.55,5.987,11.669,9.55,11.237,14.494,11.741,6.421,7.385,6.163,6.074,3.036,4.271,5.949,2.039,2.523,3.566,5.987,7.152,5.152,3.705,5.534,3.065,5.276,47.774,52.028,60.611,87.668,54.527,54.713,50.229,53.175,47.875,76.475,51.96,54.725,54.004,79.812,76.633,145.601,148.826,126.585,115.834,148.2,122.664,131.2,127.21,122.457,123.743,144.921,156.315,156.469,124.136,119.179,8.099,5.399,7.152,7.115,7.64,4.419,5.043,5.153,6.746,6.597,6.785,6.087,8.658,7.176,5.475,3.199,1.91,2.577,2.105,3.051,3.671,3.776,2.516,2.424,2.039,1.748,1.961,2.331,1.922,2.951,Amanda
MBE02-01-01,9.047,8.05,8.936,11.507,4.992,4.659,3.969,5.986,7.605,5.322,7.315,5.705,6.324,5.941,6.341,11.431,12.435,11.258,3.201,3.645,4.842,8.365,5.702,4.375,2.044,3.622,5.501,4.321,2.977,4.321,52.763,45.47,46.029,83.271,51.86,59.548,57.896,53.55,58.598,56.691,82.838,53.11,57.95,50.281,48.267,165.694,169.119,165.74,161.913,168.23,152.027,150.43,175.201,175.96,174.34,149.677,150.8,140.612,133.439,133.726,6.883,7.371,6.421,4.684,5.389,7.925,7.861,6.476,7.329,7.159,5.787,5.354,6.27,3.923,3.258,4.659,3.969,5.986,7.605,5.322,3.007,4.685,4.685,4.915,4.337,2.776,3.576,2.202,3.018,3.084,Amanda
MBE02-01-02,7.008,8.423,10.672,7.946,7.869,6.902,6.5,4.944,5.966,6.509,5.461,7.758,7.178,6.993,3.109,6.435,8.039,2.576,4.253,2.891,3.206,5.704,3.88,4.271,5.5,5.303,1.616,3.03,1.422,2.264,49.308,49.058,46.974,40.807,68.042,71.464,77.628,70.549,59.113,60.344,63.494,63.476,46.231,78.003,46.897,101.741,122.625,125.462,119.418,111.002,110.82,126.551,99.556,110.421,132.143,125.452,113.801,145.072,147.135,120.501,5.461,5.364,5.275,4.934,3.743,5.654,7.199,6.391,7.643,9.341,8.342,9.511,7.796,10.48,9.189,6.902,6.5,4.944,5.966,6.509,3.826,2.136,2.029,2.46,2.029,2.966,1.616,1.747,1.599,2.041,Amanda
MBE02-01-03,4.109,6.967,5.88,5.459,6.293,3.011,3.787,4.26,4.986,4.755,12.299,11.172,7.896,8.612,9.051,3.92,2.948,2.895,2.474,2.371,5.315,5.25,3.232,2.399,2.493,7.517,3.256,3.039,3.783,1.94,47.963,46.379,49.86,45,47.435,78.078,77.215,50.515,70.964,49.676,78.339,79.571,68.564,58.119,48.941,156.593,147.171,155.014,134.933,146.535,151.457,150.548,148.139,120.274,126.829,143.955,147.823,135.414,132.663,132.303,5.341,7.268,6.354,6.353,6.488,6.186,5.575,5.104,6.869,6.585,2.039,1.999,2.213,2.464,3.17,3.011,3.787,4.26,4.986,4.755,3.692,1.294,1.741,2.632,3.424,1.189,1.555,1.901,1.364,1.83,Amanda
MBE02-01-04,8.52,9.921,9.699,13.331,12.08,8.727,7.989,8.923,7.76,7.199,8.612,7.684,6.857,7.762,8.148,7.503,5.947,3.114,2.457,2.891,8.083,4.827,5.708,4.555,2.856,5.315,6.021,9.353,4.497,4.05,54.442,51.306,81.106,45.234,49.143,83.546,83.546,50.469,66.936,47.796,61.651,83.006,88.898,84.734,52.042,162.137,155.159,155.233,153.648,157.496,129.527,116.573,142.175,154.487,118.088,157.515,143.72,149.028,157.826,143.328,2.457,2.872,2.625,3.2,3.348,7.199,9.341,7.393,6.665,5.831,7.372,7.564,5.325,7.178,7.078,8.727,7.989,8.923,7.76,7.199,2.743,3.401,3.394,1.865,2.587,2.954,2.665,2.718,3.108,4.17,Amanda
MBE02-01-05,8.16,6.348,6.281,7.279,9.269,11.29,10.945,7.113,10.878,9.728,9.014,9.246,10.805,9.246,7.482,5.76,5.76,6.569,5.123,6.272,4.014,4.656,4.17,3.765,4.298,4.681,5.368,2.814,3.55,3.606,53.326,65.098,48.362,59.836,53.83,58.59,52.415,47.381,49.65,54.601,48.604,51.72,57.82,54.564,53.405,139.06,138.907,158.409,146.682,155.353,160.851,151.946,138.676,109.149,172.143,143.475,138.065,146.737,136.991,143.932,7.875,6.351,4.798,5.675,6.696,8.01,8.036,7.197,6.281,8.101,4.449,3.199,3.929,4.798,5.602,11.29,10.945,7.113,10.878,9.728,3.114,3.324,2.342,2.576,2.862,3.881,3.517,6.341,5.858,2.839,Amanda
MBE02-02-01,4.165,7.789,5.954,6.628,6.187,9.655,8.475,7.605,9.896,6.056,5.436,7.646,8.016,7.122,7.888,5.97,4.28,3.232,4.754,3.106,3.881,2.426,3.437,2.663,1.865,2.207,2.679,2.589,2.854,2.335,43.26,52.744,48.292,46.079,44.902,44.165,44.743,43.937,46.984,45.49,70.339,76.052,76.563,49.424,56.351,132.888,137.62,142.064,140.65,136.075,137.731,136.76,132.006,126.429,141.629,145.399,115.623,140.674,135.5,120.76,6.952,7.514,7.527,5.364,5.796,5.115,5.276,5.239,4.265,5.684,6.983,6.857,5.841,5.695,7.111,9.655,8.475,7.605,9.896,6.056,2.949,4.165,2.331,3.881,6.015,2.226,1.288,2.328,3.233,2.03,Amanda
MBE02-02-02,7.927,8.279,8.274,7.836,9.929,10.734,7.338,8.284,7.972,8.141,8.139,9.577,6.167,8.741,7.401,1.84,1.651,1.905,2.232,2.305,3.32,4.375,2.916,2.472,2.715,2.792,6.26,4.723,3.496,2.76,52.758,58.191,57.185,45.161,53.121,81.142,71.408,83.064,78.732,54.47,66.246,49.577,59.902,53.937,53.652,148.717,157.467,160.467,157.942,159.94,132.839,146.433,142.908,123.904,124.462,159.242,169.641,170.617,170.258,161.982,3.588,3.496,2.455,2.975,3.344,3.62,2.856,2.727,4.06,3.027,5.715,5.954,4.304,4.971,4.729,10.734,7.338,8.284,7.972,8.141,3.769,2.377,2.7,3.887,1.446,1.333,2.967,3.005,1.393,1.759,Amanda
MBE02-02-03,5.655,7.088,5.847,7.168,10.286,6.069,8.258,8.984,7.103,6.869,7.246,7.433,6.163,9.697,9.408,3.829,3.193,4.298,4.362,5.438,4.586,2.345,2.249,2.168,1.83,3.366,3.105,3.043,3.766,5.12,51.097,55.173,65.782,72.617,67.705,45.134,47.723,66.705,66.569,41.876,45.898,57.954,45.875,36.518,46.708,124.204,101.784,102.35,125.207,130.931,110.038,123.17,102.943,124.149,119.39,128.41,125.674,111.903,104.137,116.483,4.582,4.672,4.335,4.082,5.69,4.704,4.263,2.211,3.223,4.263,6.922,5.222,5.743,5.364,5.889,6.069,8.258,8.984,7.103,6.869,4.171,1.295,4.109,3.157,2.345,3.861,3.842,4.165,4.394,3.423,Amanda
MBE02-02-04,6.584,6.538,6.027,7.419,6.813,10.699,10.441,6.726,11.31,8.819,6.945,4.974,7.46,6.922,5.345,2.797,4.346,3.962,3.426,3.166,3.299,1.796,4.023,2.046,3.223,2.14,3.065,2.377,2.209,4.058,82.524,71.445,80.917,62.304,76.639,49.994,55.166,56.069,49.953,51.834,68.175,73.906,66.73,73.906,78.037,131.011,137.731,119.185,125.869,134.09,156.953,165.809,151.852,144.799,160.724,132.043,144.36,137.296,138.709,139.145,3.439,4.394,3.514,5.036,5.921,3.387,3.058,1.979,3.298,1.947,6.963,8.692,6.963,6.827,7.64,10.699,10.441,6.726,11.31,8.819,1.75,1.721,2.258,1.455,1.216,2.776,1.795,1.31,2.168,2.343,Amanda
MBE02-02-05,6.519,6.952,6.562,7.574,5.987,7.762,9.607,6.078,8.586,7.251,7.983,5.609,5.898,6.266,5.042,3.298,4.21,1.963,1.873,2.909,7.762,2.373,5.438,3.007,2.662,2.551,2.76,1.599,3.746,2.611,44.969,50.836,42.181,35.401,56.949,44.23,55.212,56.208,46.322,49.048,47.83,42.525,39.239,44.407,37.885,130.951,114.027,115.885,125.147,136.278,138.789,133.134,132.603,152.507,142.243,126.391,131.282,130.611,135.883,119.864,3.251,5.654,5.654,4.86,5.124,4.164,2.618,4.109,3.073,4.17,5.847,6.795,5.789,5.841,5.45,7.762,9.607,6.078,8.586,7.251,3.82,4.227,4.28,1.796,1.435,2.827,1.319,1.59,1.657,1.553,Amanda
MBE03-01-01,6.279,9.204,11.539,6.09,11.259,9.214,10.646,4.228,8.03,8.578,12.681,12.423,10.141,7.876,9.753,6.696,6.873,8.279,4.928,5.199,3.503,2.782,4.656,2.749,2.653,5.944,2.377,3.465,2.577,2.671,53.139,54.769,62.351,47.227,62.12,51.07,56.802,60.624,72.419,87.928,89.3,87.255,70.645,57.997,57.415,142.182,142.525,170.987,158.353,127.727,149.945,151.346,138.531,145.317,143.406,169.887,148.188,148.921,161.865,154.86,5.431,3.705,2.522,4.396,3.168,3.498,3.317,3.544,2.696,2.198,3.018,3.677,1.681,1.939,2.637,3.495,2.167,3.829,3.518,3.51,3.604,1.236,1.151,2.353,1.28,2.891,4.547,4.791,4.07,4.235,Amanda
MBE03-01-02,11.901,4.06,8.796,9.439,9.158,9.536,4.109,7.53,12.146,6.628,5.091,8.378,10.152,6.695,11.469,5.128,4.586,5.974,4.767,5.505,7.186,7.228,7.443,4.627,3.779,2.893,2.335,3.303,5.021,3.606,48.111,52.023,47.942,46.392,57.297,50.705,46.12,48.516,85.67,45.829,60.595,57.407,54.469,63.85,62.37,142.554,144.669,142.959,129.077,136.005,121.188,142.288,122.12,156.822,119.58,109.011,115.189,113.581,122.243,120.881,7.482,5.613,5.488,7.925,5.444,4.235,5.909,5.094,5.401,5.633,5.898,4.608,3.367,5.573,5.045,2.271,1.922,1.422,3.294,2.81,2.916,2.948,2.74,2.495,1.842,2.824,3.444,2.974,2.987,1.797,Amanda
MBE03-01-03,8.072,8.153,7.015,10.91,10.813,10.123,9.783,5.811,7.963,8.475,9.755,9.515,6.987,6.765,3.493,2.977,4.626,5.918,3.31,6.395,4.458,3.932,4.827,3.53,5.738,5.256,4.755,3.394,2.529,3.108,84.904,83.987,60.379,45.811,93.272,79.487,63.709,52.223,71.546,76.028,59.067,78.879,73.655,66.796,88.678,123.269,150.401,138.055,141.453,132.02,124.039,125.438,131.011,127.33,153.704,139.35,142.442,132.227,120.699,138.627,3.598,2.773,4.06,3.312,3.02,5.841,4.375,4.394,3.166,2.905,3.493,3.051,4.991,3.13,3.983,1.997,1.506,1.954,2.018,3.129,3.416,3.609,3.176,3.03,2.762,1.922,2.858,1.714,3.658,1.583,Amanda
MBE03-01-04,10.826,8.051,8.568,9.893,9.521,5.854,5.381,4.86,7.463,5.48,4.595,7.722,6.66,9.863,8.385,7.754,4.077,3.752,2.847,4.412,9.035,4.719,4.79,9.077,3.704,5.834,6.339,4.827,4.267,10.185,80.314,69.214,90.793,76.028,81.807,68.584,96.491,87.434,73.85,90.526,78.112,76.223,88.287,81.908,50.685,122.579,139.253,110.95,133.047,130.17,149.401,152.737,166.123,152.197,150.605,149.707,166.05,137.264,154.319,139.757,4.706,4.656,2.665,2.142,3.995,3.836,4.61,7.031,6.569,4.571,5.68,4.996,3.557,3.62,4.964,2.111,1.991,2.208,2.196,2.586,1.716,2.825,1.963,2.26,0.891,2.331,2.213,4.671,3.692,3.02,Amanda
MBE03-01-05,6.857,5.569,7.806,5.858,2.587,4.776,10.518,7.886,11.379,8.656,7.592,6.509,7.12,5.493,7.199,5.175,4.949,3.932,3.922,3.929,6.465,7.246,5.501,5.092,4.192,5.96,8.235,7.443,8.067,5.389,58.173,87.396,87.977,91.106,72.126,69.251,54.38,57.937,52.465,70.909,81.669,88.323,80.694,61.464,72.848,108.202,119.227,122.664,118.693,148.318,144.596,153.072,135.202,143.884,168.26,150.624,142.659,168.682,148.662,130.009,5.761,6.06,5.909,6.26,4.812,5.198,2.046,1.422,2.731,3.181,5.997,4.512,6.029,3.862,4.342,1.388,1.331,1.459,2.054,1.966,1.84,2.658,3.499,3.481,5.479,3.016,3.659,5.115,4.706,2.453,Amanda
